Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
2023-07-11,2022,TAC,TransAlta Corp,TransAlta Renewables Inc,,1042.8,14.92,30-06-2023,9.11,21-07-2023,9.9,2712.18,-0.41,,Completed
2023-07-11,2022,OKLO,Oklo Inc,Oklo Technologies Inc,,516.0,,30-06-2023,10.43,21-07-2023,10.36,1419.94,-3.39,,Completed
2023-07-11,2022,REI,Ring Energy Inc,Central Basin Platform asset/Founders Oil & Gas IV LLC,Founders Oil & Gas IV LLC,75.0,,30-06-2023,1.71,21-07-2023,2.16,396.39,2.42,191090.0,Completed
2023-07-05,2022,PTEN,Patterson-UTI Energy Inc,Ulterra Drilling Technologies LP,Blackstone Inc,773.48,,23-06-2023,10.92,17-07-2023,13.63,4507.91,-0.88,272020.562,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Boulder Energy Ltd,West Lake Energy Corp,73.83,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Boulder Energy Ltd,West Lake Energy Corp,73.83,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Boulder Energy Ltd,West Lake Energy Corp,73.83,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Castlegate Energy Ltd,,27.65,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Castlegate Energy Ltd,,27.65,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Castlegate Energy Ltd,,27.65,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Shale Petroleum Ltd,,8.19,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Shale Petroleum Ltd,,8.19,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,7PD0.F,Highwood Asset Management Ltd,Shale Petroleum Ltd,,8.19,,23-06-2023,4.72,17-07-2023,4.6,69.78,5.44,,Completed
2023-07-05,2022,NXU,Nxu Inc,21000 sq ft facility/Tempe,,,,23-06-2023,75.15,17-07-2023,86.25,2065.47,-59.15,1258.648,Completed
2023-07-03,2022,EEENF,88 Energy Ltd,Leases wells & development assets/Permian Basin,OXY USA WTP LP,1.1,,22-06-2023,0.0,13-07-2023,0.01,150.46,,,Completed
2023-07-01,2022,VTLE,Vital Energy Inc,Portfolio of basin assets/Tall City Property Holdings III LLC,Tall City Property Holdings III LLC,353.5,,20-06-2023,41.92,11-07-2023,48.04,,-6.11,386367.84,Completed
2023-07-01,2022,RES,RPC Inc,Spinnaker Oilwell Services LLC,,77.0,,20-06-2023,6.65,11-07-2023,7.74,,1.41,16028.551063333332,Completed
2023-06-30,2022,CMI,Cummins Inc,Hydrogenics Corp,Air Liquide SA,,,16-06-2023,225.96,10-07-2023,242.44,32296.99,1.33,154826.967156536,Completed
2023-06-30,2022,NOG,Northern Oil and Gas Inc,Delaware Basin assets/Forge Energy II LLC,Vital Energy Inc,,,16-06-2023,30.86,10-07-2023,32.8,3188.31,1.28,351378.5815,Completed
2023-06-27,2022,7F4.SG,Tenaz Energy Corp,Tenaz Energy US II LLC,Exxon Mobil Corp,,,,,,,,,,Completed
2023-06-27,2022,IGN1L.VS,AB Ignitis Grupe,Unnamed Target,E Energija Group,,,16-06-2023,18.16,07-07-2023,18.25,1311.3,1.09,,Completed
2023-06-23,2022,RCAA.F,Arcelik AS,"Whirlpool Maroc Sarl,Whirlpool MEEA DMCC",Whirlpool Corp,21.91,,12-06-2023,18.09,03-07-2023,17.99,,1.68,,Completed
2023-06-21,2022,SUUN,SolarBank Corp,"US1 Project/New York,VC1 Project/New York",,,,,,,,,-0.49,,Completed
2023-06-20,2022,CIVI,Civitas Resources Inc,Hibernia Energy III LLC,NGP Energy Capital Management LLC,2250.0,,09-06-2023,60.9,30-06-2023,61.14,5318.87,1.01,1250800.0,Completed
2023-06-20,2022,BEPC,Brookfield Renewable Corp,Lehigh Valley project/Pennsylvania,French Republic,,,09-06-2023,32.0,30-06-2023,28.88,5340.08,,137446.61,Completed
2023-06-19,2022,CIVI,Civitas Resources Inc,Tap Rock Resources LLC,NGP Energy Capital Management LLC,2450.0,,08-06-2023,61.38,29-06-2023,60.59,,1.01,1250800.0,Completed
2023-06-19,2022,LOMEF,Lithium One Metals Inc,Norris Lithium Inc,,6.16,,08-06-2023,0.29,29-06-2023,0.33,,-0.98,,Completed
2023-06-19,2022,E2Y0.F,EEMS Italia SpA,Unnamed Target,,,,08-06-2023,6.4,29-06-2023,6.12,71.41,,,Completed
2023-06-16,2022,CDLR,Cadeler A/S,Eneti Inc,,448.55,6.9,,,,,,1.51,,Completed
2023-06-16,2022,GRNL,Greenlite Ventures Inc,"Trident Water Services LLC,Altitude Wellness LLC,Altitude International Chambers Inc",Altitude International Holdings Inc,0.4,,,,,,,,,Completed
2023-06-15,2022,PTEN,Patterson-UTI Energy Inc,NexTier Oilfield Solutions Inc,,2106.35,3.72,02-06-2023,10.56,26-06-2023,11.11,4611.37,-0.88,272020.562,Completed
2023-06-15,2022,GEI.TO,Gibson Energy Inc,Gateway oil terminal/South Texas,Buckeye Partners LP,1100.0,,02-06-2023,19.65,26-06-2023,18.35,3030.25,-0.11,,Completed
2023-06-15,2022,NOG,Northern Oil and Gas Inc,Delaware basin assets/Northern,Earthstone Energy Inc,468.4,,02-06-2023,29.09,26-06-2023,30.3,3054.27,1.28,351378.5815,Completed
2023-06-14,2022,GEI.TO,Gibson Energy Inc,South Texas Gateway Terminal LLC,,,,02-06-2023,19.65,26-06-2023,18.35,3060.42,-0.11,,Completed
2023-06-08,2022,SUMA.BE,Sumitomo Corp,Saconix LLC,Copperbeck Energy Partners LLC,,,26-05-2023,-143.92,19-06-2023,-160.58,,-0.16,,Completed
2023-06-06,2022,INDOCO.NS,Indoco Remedies Ltd,FPP Holdings LLC,Contract Pharmacal Corp,4.0,,26-05-2023,331.37,16-06-2023,327.16,30229.87,-1.1,,Completed
2023-06-06,2022,UAPC,United American Petroleum Corp,Mansfield Productions Inc,,,,26-05-2023,0.0,16-06-2023,0.0,0.74,,,Completed
2023-06-05,2022,AIRJW,AirJoule Technologies Corp,Montana Technologies LLC,,206.0,,,,,,,9.35,,Completed
2023-06-05,2022,EONR,EON Resources Inc,Pogo Resources LLC,CIC Partners LP,,,25-05-2023,10.56,15-06-2023,10.58,136.22,-3.72,,Completed
2023-06-01,2022,CEG,Constellation Energy Corp,South Texas Project Electric Generating Station/Houston,NRG Energy Inc,1750.0,,19-05-2023,81.33,12-06-2023,92.64,27476.79,1.61,9108347.0,Completed
2023-05-29,2022,HYT.XA,Hyterra Ltd,Nemaha Ridge/Kansas,,,,17-05-2023,0.02,19-06-2023,0.02,,,,Completed
2023-05-26,2022,COP,ConocoPhillips,Surmont Sand & Gravel Ltd,TotalEnergies SE,3000.0,,15-05-2023,94.82,05-06-2023,96.5,122525.3,1.88,4988534.867526666,Completed
2023-05-25,2022,SR,Spire Inc,"MoGas Pipeline LLC,Omega Pipeline Co LLC",CorEnergy Infrastructure Trust Inc,,,12-05-2023,63.62,05-06-2023,59.52,3526.9,0.72,350968.517,Completed
2023-05-23,2022,0M1.F,Southern Energy Corp,Gwinville Field Assets/Jefferson Davis County,PetroTx Energy LLC,3.2,,12-05-2023,0.19,02-06-2023,0.24,38.28,-3.62,,Completed
2023-05-23,2022,ENGI.PA,Engie SA,Southern Delivers LLC,,,,12-05-2023,13.56,02-06-2023,12.86,31883.32,,,Completed
2023-05-22,2022,CVX,Chevron Corp,PDC Energy Inc,,7874.41,2.66,11-05-2023,143.78,01-06-2023,141.42,249441.32,1.26,53000000.0,Completed
2023-05-18,2022,KRP,Kimbell Royalty Partners LP,Certain mineral & royalty interests/Sabalo Holdings LLC,Sabalo Holdings LLC,140.8,,05-05-2023,12.84,30-05-2023,12.73,1244.8,-2.9,,Completed
2023-05-18,2022,RELIANCE.NS,Reliance Industries Ltd,Mandarin Oriental New York,"Dubai World Corp,Unknown Seller",98.15,,05-05-2023,1115.15,29-05-2023,1151.16,15045147.45,1.02,,Completed
2023-05-17,2022,NPI.TO,Northland Power Inc,Oneida Energy Storage LP,,,,05-05-2023,29.34,29-05-2023,27.1,7104.66,0.94,,Completed
2023-05-14,2022,OKE,ONEOK Inc,Magellan Midstream Partners LP,,18900.38,13.2,03-05-2023,57.51,24-05-2023,53.6,,1.44,3702000.0,Completed
2023-05-12,2022,VTLE,Vital Energy Inc,Forge Energy II LLC,EnCap Investments LP,378.0,,01-05-2023,46.16,22-05-2023,46.11,1613.68,-6.11,386367.84,Completed
2023-05-08,2022,3WK0.F,LaFleur Minerals Inc,Quebec Pegmatite Corp,Coloured Ties Capital Inc,1.57,,,,,,,-6.37,,Completed
2023-05-04,2022,SUN,Sunoco LP,16 refined product terminals/East Coast & Midwes,Zenith Energy Ltd,110.0,,21-04-2023,39.64,15-05-2023,39.52,5272.13,0.72,71428.02833333334,Completed
2023-05-04,2022,BLQC,BlockQuarry Corp,Blockchain Energy Services LLC,Pantheon Resources Inc,,,21-04-2023,0.15,15-05-2023,0.09,17.64,,,Completed
2023-05-03,2022,CRGY,Crescent Energy Co,Western Eagle Ford asset/US,Mesquite Exploration Ltd,600.0,,21-04-2023,10.65,15-05-2023,9.43,1900.67,-1.29,1123252.0,Completed
2023-05-02,2022,MONI.NE,Global Defence Metals Corp,Indigo Graphite Project/Quebec,,,,,,,,,,,Completed
2023-05-01,2022,ENB,Enbridge Inc,"Aitken Creek natural gas storage facility/British Columbia,Aitken Creek North gas storage facility/British Columbia",Fortis Inc/Canada,295.56,,20-04-2023,35.47,11-05-2023,35.57,77669.0,0.27,7717086.429,Completed
2023-04-28,2022,TRP,TC Energy Corp,155 MW Fluvanna Wind Farm/Scurry County,,99.0,,17-04-2023,38.1,08-05-2023,37.74,38846.83,0.84,21133585.11,Completed
2023-04-27,2022,SU,Suncor Energy Inc,TotalEnergies EP Canada Ltd,TotalEnergies SE,1078.1,,14-04-2023,30.42,08-05-2023,27.99,35076.59,0.91,16817507.1465,Completed
2023-04-20,2022,WULF,Terawulf Inc,Nautilus Cryptomine facility,Cumulus Coin LLC,,,06-04-2023,1.0,01-05-2023,1.67,551.85,-5.6,49.204,Completed
2023-04-19,2022,ZEOWW,Zeo Energy Corp,Sunergy Renewables LLC,,,,,,,,,-0.9,,Completed
2023-04-12,2022,WHD,Cactus Inc,Flexsteel Pipeline Technologies Inc,,,,31-03-2023,40.51,24-04-2023,42.32,2884.36,2.68,8664.043,Completed
2023-04-11,2022,D,Dominion Energy Inc,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Longroad Energy Holdings LLC,,,31-03-2023,50.44,21-04-2023,52.06,44645.37,-0.07,16875266.396,Completed
2023-04-10,2022,LBRT,Liberty Energy Inc,Siren Energy LLC,,75.7,,30-03-2023,12.28,20-04-2023,13.02,2123.15,1.57,1995196.0,Completed
2023-04-03,2022,OVV,Ovintiv Inc,"PetroLegacy Energy I LLC,Piedra Resources LLC,Black Swan Oil & Gas LLC",EnCap Investments LP,4321.93,,23-03-2023,32.56,13-04-2023,36.84,10012.81,-0.31,2871927.309,Completed
2023-04-03,2022,ELVA,Electrovaya Inc,137000 sq ft building/Jamestown,,,,23-03-2023,3.75,13-04-2023,3.9,152.34,-0.93,,Completed
2023-03-31,2022,ACDC,ProFrac Holding Corp,Producers Service Holdings LLC,,35.0,,20-03-2023,14.67,10-04-2023,13.36,2029.06,-1.44,,Completed
2023-03-29,2022,ADHI,Arsenal Digital Holdings Inc,Blackrock Midstream LLC,,,,17-03-2023,0.12,10-04-2023,0.22,2.11,-46.23,17591.525,Completed
2023-03-28,2022,VRN,Veren Inc,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Spartan Delta Corp,1249.5,,17-03-2023,5.41,10-04-2023,7.02,3780.65,1.25,719333.0,Completed
2023-03-28,2022,003475.KS,Yuanta Securities Korea Co Ltd,BlueWave MA LLC,,0.77,,17-03-2023,2221.07,07-04-2023,2495.27,27752.37,0.13,,Completed
2023-03-27,2022,ET,Energy Transfer LP,Lotus Midstream LLC,Encap Flatrock Midstream,1454.18,,16-03-2023,10.35,06-04-2023,10.57,34315.01,0.86,16765.405,Completed
2023-03-27,2022,AMIH,American International Holdings Corp,Cycle Energy Corp,Marble Trital Inc,0.01,,16-03-2023,0.01,06-04-2023,0.0,1.05,,,Completed
2023-03-27,2022,WGO,Winnebago Industries Inc,Lithionics Battery LLC,,,,16-03-2023,55.02,06-04-2023,53.1,1524.26,-0.23,7392.8665,Completed
2023-03-24,2022,RVS1.F,Dawson Geophysical Co,Seismic data assets/Breckenridge Geophysical LLC,"Wilks Brothers LLC,Breckenridge Geophysical LLC",10.97,,13-03-2023,1.16,03-04-2023,1.18,39.19,-18.61,,Completed
2023-03-24,2022,SPRU,Spruce Power Holding Corp,SS Holdings 2017 LLC,,,,13-03-2023,6.11,03-04-2023,6.64,124.86,-6.63,108.615,Completed
2023-03-21,2022,TOH.V,Total Helium Ltd,Pinta South Helium Project/Arizona,"Pinta South Operating Co LLC,Butler Minerals I LLC,Mid America Exploration LLC",8.0,,10-03-2023,0.49,31-03-2023,0.52,53.24,-0.6,,Completed
2023-03-21,2022,JAMGF,Tuktu Resources Ltd,Certain natural gas assets/Southern Alberta Foothills,,1.64,,10-03-2023,0.07,31-03-2023,0.07,17.28,-12.9,,Completed
2023-03-21,2022,WDGRF,Wedgemount Resources Corp,Oil & gas assets/West Central Texas,,0.16,,,,,,,-8.62,,Completed
2023-03-20,2022,TGEN,Tecogen Inc,202 cogeneration systems/Holyoke,Dalkia Energy Services LLC,,,09-03-2023,1.13,30-03-2023,1.19,21.62,-3.39,,Completed
2023-03-20,2022,EFXT,Enerflex Ltd,Absolute Compression Enterprise Ltd,,,,09-03-2023,6.44,30-03-2023,5.69,675.33,1.02,,Completed
2023-03-16,2022,TAC,TransAlta Corp,320 MW pumped hydro energy storage development project/Southwest Alberta,Evolve Power Ltd,5.83,,03-03-2023,8.19,27-03-2023,7.71,2348.93,-0.41,,Completed
2023-03-14,2022,LRSV,Link Reservations Inc,Global Enterprises & Logistics Inc,,,,03-03-2023,0.01,24-03-2023,0.0,10.57,-10.5,,Completed
2023-03-09,2022,RELIANCE.NS,Reliance Industries Ltd,Mimosa Networks Inc,Airspan Networks Holdings Inc,60.0,,24-02-2023,1088.64,20-03-2023,1005.31,14582799.28,1.02,,Completed
2023-03-08,2022,KLXE,KLX Energy Services Holdings Inc,Greene's Energy Group LLC,Denham Capital Management LP,,,24-02-2023,12.63,20-03-2023,11.91,228.79,-1.68,12508.743,Completed
2023-03-06,2022,VST,Vistra Corp,Energy Harbor Corp,,6763.0,,23-02-2023,21.66,16-03-2023,24.4,7985.75,4.98,31607742.707216334,Completed
2023-03-03,2022,EQNR,Equinor ASA,Suncor Energy UK Ltd,Suncor Energy Inc,882.48,,17-02-2023,25.03,13-03-2023,23.68,69298.09,1.69,11434603.14,Completed
2023-03-02,2022,PLUG,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,17-02-2023,15.58,13-03-2023,12.4,12451.91,-4.47,17435.663,Completed
2023-03-02,2022,PLUG,Plug Power Inc,Alloy Custom Products LLC,Cryogenic Industrial Solutions LLC,,,17-02-2023,15.58,13-03-2023,12.4,12451.91,-4.47,17435.663,Completed
2023-03-02,2022,PLUG,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,17-02-2023,15.58,13-03-2023,12.4,12451.91,-4.47,17435.663,Completed
2023-03-02,2022,PLUG,Plug Power Inc,WesMor Cryogenics LLC,Cryogenic Industrial Solutions LLC,,,17-02-2023,15.58,13-03-2023,12.4,12451.91,-4.47,17435.663,Completed
2023-03-02,2022,MATR.TO,Mattr Corp,JM Sales Associates Inc,,,,17-02-2023,14.13,13-03-2023,12.11,921.82,0.96,,Completed
2023-02-28,2022,BTE,Baytex Energy Corp,Ranger Oil Corp,,1473.16,3.58,17-02-2023,4.12,10-03-2023,3.54,,2.43,1001009.0,Completed
2023-02-28,2022,REPX,Riley Exploration Permian Inc,Oil & gas assets/Pecos Oil & Gas LLC,Pecos Oil & Gas LLC,330.0,,17-02-2023,28.54,10-03-2023,30.18,598.36,2.57,46928.065430619994,Completed
2023-02-28,2022,NCLR.CN,Basin Uranium Corp,Chord property/East Fall River County,"Private Investor,Cowboy Exploration & Development LLC,St Cloud Trading Corp",1.0,,17-02-2023,0.44,10-03-2023,0.54,10.57,-4.95,,Completed
2023-02-24,2022,FTXP,Foothills Exploration Inc,Jubilee Exploration LLC,Xfuels Inc,,,13-02-2023,0.0,06-03-2023,0.0,2.77,,,Completed
2023-02-22,2022,6501.T,Hitachi Ltd,"CDA Systems LLC,California Compression LLC",Xebec Adsorption Inc,,,10-02-2023,1361.9,06-03-2023,1390.6,6006502.2,1.18,,Completed
2023-02-21,2022,VLE.TO,Valeura Energy Inc,Valeura Energy Asia Pte Ltd,,17.63,,10-02-2023,2.59,03-03-2023,2.54,232.5,-0.58,,Completed
2023-02-17,2022,ANTIN.PA,Antin Infrastructure Partners SA,Pearlx Infrastructure LLC,,,,06-02-2023,18.75,27-02-2023,18.42,3283.29,,,Completed
2023-02-16,2022,BP,BP PLC,TravelCenters of America Inc,,3034.94,5.47,03-02-2023,31.39,27-02-2023,36.27,96430.81,-0.69,,Completed
2023-02-16,2022,DNOW,DNOW Inc,EcoVapor Recovery Systems LLC,,,,03-02-2023,13.89,27-02-2023,12.76,1455.31,1.42,19243.0,Completed
2023-02-15,2022,VTLE,Vital Energy Inc,Driftwood Energy Operating LLC,,212.94,,03-02-2023,52.92,27-02-2023,52.15,2107.74,-6.11,386367.84,Completed
2023-02-15,2022,PCQRF,Petrolympic Ltd,"Li-1 Property/James Bay Area,Li-2 Property/James Bay Area",,,,03-02-2023,0.05,27-02-2023,0.05,6.94,-101.2,,Completed
2023-02-13,2022,FTXP,Foothills Exploration Inc,21 oil wells & certain leases/Comanche,,,,02-02-2023,0.0,23-02-2023,0.0,2.77,,,Completed
2023-02-08,2022,DEC,Diversified Energy Co PLC,Certain upstream assets & related infrastructure/Central Region,Tanos Energy Holdings II LLC,244.0,,,,,,,,921600.0,Completed
2023-02-06,2022,GLNG,Golar LNG Ltd,2.4 MTPA floating liquefaction facility,New Fortress Energy Inc,193.72,,26-01-2023,21.85,16-02-2023,21.67,2242.52,-0.8,777147.646,Completed
2023-02-06,2022,IPCO.TO,International Petroleum Corp,Oil & Gas assets/southern Alberta,,,,26-01-2023,14.71,16-02-2023,12.43,1593.51,0.02,,Completed
2023-01-29,2022,PRIZ.CN,Prismo Metals Inc,Hot Breccia porphyry copper skarn project,Infinitum Copper Corp,0.43,,18-01-2023,0.41,08-02-2023,0.4,,-7.94,,Completed
2023-01-24,2022,MTDR,Matador Resources Co,Advance Energy Partners Holdings LLC,EnCap Investments LP,1600.0,,13-01-2023,58.07,03-02-2023,60.17,7689.26,1.98,973869.0,Completed
2023-01-24,2022,CEIN,Camber Energy Inc,Renewable diesel plant near Reno/Nevada,Viking Energy Group Inc,,,13-01-2023,1.9,03-02-2023,1.99,531.13,-72.64,,Completed
2023-01-23,2022,BWPC,Blue Water Petroleum Corp,Art Aqua Technologies Ltd,,6.7,,12-01-2023,2.7,02-02-2023,2.5,520.54,,,Completed
2023-01-20,2022,PPP.V,Prospector Metals Corp,Devon & Garden Ni-Cu-PGE projects/The,,,,09-01-2023,0.54,30-01-2023,0.78,35.5,-8.06,,Completed
2023-01-19,2022,PPP.V,Prospector Metals Corp,"Devon Ni-Cu projects/Ontario,Garden Ni-Cu projects/Ontario",,,,06-01-2023,0.54,30-01-2023,0.78,33.81,-8.06,,Completed
2023-01-18,2022,SHEL,Shell PLC,Volta Inc,,149.16,,06-01-2023,52.3,30-01-2023,53.36,160284.78,1.09,41006166.5175,Completed
2023-01-18,2022,2222.SR,Saudi Arabian Oil Co,Motiva Enterprises LLC,,,,05-01-2023,26.98,29-01-2023,28.22,6602958.45,3.99,,Completed
2023-01-18,2022,ORSTED.CO,Orsted AS,Ocean Wind Project/NJ,Public Service Enterprise Group Inc,,,06-01-2023,623.98,30-01-2023,591.7,282807.93,-2.06,,Completed
2023-01-18,2022,CVV.V,CanAlaska Uranium Ltd,Frontier project/Athabasca Basin,,,,06-01-2023,0.41,30-01-2023,0.57,80.65,-5.94,,Completed
2023-01-18,2022,DUK,Duke Energy Corp,Pike Engineering LLC,,,,06-01-2023,95.9,30-01-2023,92.67,72389.96,0.65,78800000.0,Completed
2023-01-11,2022,FE0.F,Stallion Uranium Corp,Hathor Exploration Ltd,Rua Gold Inc,0.3,,30-12-2022,0.22,23-01-2023,1.2,23.05,-2.03,,Completed
2023-01-05,2022,PSX,Phillips 66,DCP Midstream LP,,3783.87,7.47,23-12-2022,95.88,17-01-2023,94.57,38746.02,0.01,13882306.736,Completed
2023-01-05,2022,0AAZ.IL,EQT AB,Bulk liquids storage terminal/Gretna,International-Matex Tank Terminals LLC,,,23-12-2022,215.18,16-01-2023,254.41,271951.53,,,Completed
2023-01-04,2022,OPCE.TA,OPC Energy Ltd,4 wind power stations/Maine,"Patriot Renewable Fuels LLC,Unknown Seller",172.0,,22-12-2022,3977.0,15-01-2023,3722.0,950003.49,0.6,,Completed
2023-01-04,2022,MIS.CN,Mistango River Resources Inc,Manibridge project/Wabowden,Metal Energy Corp,1.67,,23-12-2022,0.06,16-01-2023,0.05,7.13,-11.93,,Completed
2023-01-04,2022,MERG.V,Metal Energy Corp,Manibridge project/Wabowden,CanAlaska Uranium Ltd,,,23-12-2022,0.05,16-01-2023,0.05,5.33,-14.23,,Completed
2023-01-04,2022,HASI,HA Sustainable Infrastructure,Portfolio of 1.3 GW renewables/US,AES Corp/The,,,23-12-2022,26.44,17-01-2023,30.71,3154.02,0.99,0.0,Completed
2023-01-03,2022,TRGP,Targa Resources Corp,Grand Prix NGL Pipeline,Blackstone Inc,1050.0,,23-12-2022,69.81,13-01-2023,71.75,14663.82,1.54,8434072.294,Completed
2023-01-03,2022,AMPS,Altus Power Inc,220 mw solar assets/True Green Capital Management LLC,True Green Capital Management LLC,293.0,,23-12-2022,6.37,13-01-2023,8.41,992.0,0.79,440.413,Completed
2023-01-03,2022,SHEL,Shell PLC,TF Hudgins Inc,CapStreet Group LLC/The,,,23-12-2022,52.78,13-01-2023,54.45,153669.15,1.09,41006166.5175,Completed
2022-12-29,2021,BLX.TO,Boralex Inc,5 operating wind farm/Texas,EDF Renouvelables SA,250.77,,16-12-2022,38.05,09-01-2023,39.15,4017.33,-0.21,,Completed
2022-12-29,2021,E,Eni SpA,81 MW Kellam photovoltaic plant/North Texas,Hanwha Solutions Corp,,,16-12-2022,24.21,09-01-2023,26.04,38635.63,0.37,,Completed
2022-12-27,2021,ACDC,ProFrac Holding Corp,REV Energy Holdings LLC,,140.0,,16-12-2022,21.7,06-01-2023,22.38,4006.88,-1.44,,Completed
2022-12-27,2021,ACDC,ProFrac Holding Corp,REV Energy Holdings LLC,,140.0,,16-12-2022,21.7,06-01-2023,22.38,4006.88,-1.44,,Completed
2022-12-27,2021,ACDC,ProFrac Holding Corp,Performance Proppants LLC,,35.0,,16-12-2022,21.7,06-01-2023,22.38,4006.88,-1.44,,Completed
2022-12-27,2021,ACDC,ProFrac Holding Corp,Performance Proppants LLC,,35.0,,16-12-2022,21.7,06-01-2023,22.38,4006.88,-1.44,,Completed
2022-12-22,2021,P4F.F,Seadrill Ltd,Aquadrill LLC,,902.32,,09-12-2022,27.4,02-01-2023,28.56,1707.0,2.43,,Completed
2022-12-22,2021,SPB.TO,Superior Plus Corp,Certarus Ltd,"Unknown Seller,PFM Capital Inc (Fund: Apex II Investment LP)",623.8,,09-12-2022,8.76,03-01-2023,9.89,2099.67,-0.02,,Completed
2022-12-21,2021,AM,Antero Midstream Corp,Certain compression assets/Utica,EnLink Midstream LLC,10.0,,09-12-2022,8.81,03-01-2023,9.01,4407.63,1.93,850474.9895,Completed
2022-12-21,2021,VD5N.SG,Zephyr Energy PLC,Portfolio of oil and gas assets/Utah,Rockies Standard Oil Co LLC,,,,,,,,,,Completed
2022-12-19,2021,LINK,Interlink Electronics Inc,"KWJ Engineering Inc,Spec Sensors LLC",,2.0,,08-12-2022,6.06,29-12-2022,5.67,59.35,-3.7,1280.43,Completed
2022-12-17,2021,CPK,Chesapeake Utilities Corp,Propane operating assets/Hernando Gas LLC,Hernando Gas LLC,,,06-12-2022,114.46,27-12-2022,114.44,,1.02,221805.0,Completed
2022-12-17,2021,MGUY,Mogul Energy International Inc,"Florida Beauty Flora Inc,Tempest Transportation Inc,Florida Beauty Express Inc,Floral Logistics of California Inc",,,,06-12-2022,0.06,27-12-2022,0.06,,,,Completed
2022-12-15,2021,KEY.TO,Keyera Corp,Plains Fort Saskatchewan facility/Alberta,Plains All American Pipeline LP,268.24,,02-12-2022,27.8,28-12-2022,26.17,5869.01,1.02,,Completed
2022-12-15,2021,INE.TO,Innergex Renewable Energy Inc,Portfolio of 6 23MW wind farm/Idaho,MetLife Investment Management LLC,47.5,,02-12-2022,15.07,28-12-2022,14.41,3095.53,0.31,,Completed
2022-12-15,2021,LOMEF,Lithium One Metals Inc,Taycan Lithium Project/Quebec,,,,,,,,,-0.98,,Completed
2022-12-14,2021,NPWR,Net Power Inc,NET Power LLC,,845.0,,02-12-2022,10.0,27-12-2022,10.16,764.52,0.04,,Completed
2022-12-14,2021,SIE.V,Sienna Resources Inc,Silver Peak South Lithium Project/Clayton Valley,,0.26,,02-12-2022,0.05,28-12-2022,0.04,10.13,-22.54,,Completed
2022-12-14,2021,INSO,Industry Source Consulting Inc,Phyto Life Organics LLC,,,,02-12-2022,0.03,27-12-2022,0.02,2.12,,,Completed
2022-12-08,2021,JAMGF,Tuktu Resources Ltd,Certain oil & gas assets/Alberta Foothills,,0.95,,25-11-2022,0.12,19-12-2022,0.12,32.29,-12.9,,Completed
2022-12-07,2021,NIX.CN,NorthX Nickel Corp,Grande Prairie oil & gas,Ridgeback Resources Inc,73.35,,25-11-2022,4.86,19-12-2022,2.67,70.13,-418.81,,Completed
2022-12-06,2021,NRG,NRG Energy Inc,Vivint Smart Home Inc,,5017.07,9.53,25-11-2022,39.35,16-12-2022,28.98,6428.81,2.68,18279398.4,Completed
2022-12-06,2021,MKGP,Maverick Energy Group Ltd,Pass Creek Resources LLC,,5.49,,25-11-2022,0.2,16-12-2022,0.06,21.2,,,Completed
2022-12-06,2021,MATR.TO,Mattr Corp,Kanata Electronic Services Ltd,,,,25-11-2022,11.96,16-12-2022,13.33,822.69,0.96,,Completed
2022-12-05,2021,ACDC,ProFrac Holding Corp,Eagle Ford sand mining operations/Monarch Silica LLC,Monarch Silica LLC,175.0,,23-11-2022,24.81,15-12-2022,21.93,3664.16,-1.44,,Completed
2022-12-05,2021,HSTXF,Heliostar Metals Ltd,"Aurea Mining Inc,Cia Minera Pitalla SA de CV",Argonaut Gold Inc,10.0,,23-11-2022,0.18,15-12-2022,0.18,38.9,-17.8,,Completed
