Announce Date,Announce_Date_DT,Reference_Date,Reference_Year,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Acquirer_GHG_Emissions,Annual_Sales,Carbon_Intensity,Target_Classification,Acquirer_Classification,status,ticker,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Percent_Return
30-09-2022,30-09-2022,30-09-2021,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Delaware Basin,Alpha Energy Partners LLC,157.5,,Completed,342025.4175,496.899,688.3197943646495,Neutral,Brown,Success,NOG,19-09-2022,27.75,10-10-2022,29.78,7.31
29-09-2022,29-09-2022,29-09-2021,2021,DTM,DT Midstream Inc,Millennium Pipeline Co LLC,National Grid PLC,552.0,,Completed,39311.38845,840.0,46.79927197,Brown,Brown,Success,DTM,16-09-2022,49.89,10-10-2022,47.48,-4.82
29-09-2022,29-09-2022,29-09-2021,2021,DTM,DT Midstream Inc,Millennium Pipeline/US,National Grid PLC,552.0,,Completed,39311.38845,840.0,46.79927197,Brown,Brown,Success,DTM,16-09-2022,49.89,10-10-2022,47.48,-4.82
29-09-2022,29-09-2022,29-09-2021,2021,BN,Brookfield Corp,Standard Solar Inc,Energir Inc,530.0,,Completed,778802.7825,75731.0,10.28380428754407,Green,Green,Success,BN,16-09-2022,38.05,10-10-2022,31.72,-16.64
29-09-2022,29-09-2022,29-09-2021,2021,ENB,Enbridge Inc,Tri Global Energy LLC,"Altius Minerals Corp,Unknown Seller",270.0,,Completed,7431128.0,47071.0,157.87062097682224,Green,Brown,Success,ENB,16-09-2022,35.77,10-10-2022,31.77,-11.17
23-09-2022,23-09-2022,23-09-2021,2021,ETR,Entergy Corp,475 MW Solar Gnerating capacity/US,,,,Completed,35663689.0,11742.896,3037.0437582007025,Green,Brown,Success,ETR,12-09-2022,52.51,03-10-2022,44.73,-14.81
22-09-2022,22-09-2022,22-09-2021,2021,TALO,Talos Energy Inc,Enven Energy Corp,,1108.47,,Completed,1143630.466,1212.503,943.1980506439984,Neutral,Brown,Success,TALO,09-09-2022,20.31,03-10-2022,18.74,-7.73
13-09-2022,13-09-2022,13-09-2021,2021,AM,Antero Midstream Corp,Marcellus natural gas gathering & compression assets/West Virginia,Crestwood Equity Partners LP,205.0,,Completed,850474.9895,898.202,946.8638340818658,Brown,Brown,Success,AM,02-09-2022,8.31,23-09-2022,7.57,-8.94
12-09-2022,12-09-2022,12-09-2021,2021,ARKO,Arko Corp,Transit Energy Group LLC,,370.0,,Completed,79943.638,7417.398,10.777854714011571,Neutral,Green,Success,ARKO,01-09-2022,9.2,22-09-2022,9.24,0.52
09-09-2022,09-09-2022,09-09-2021,2021,SPRU,Spruce Power Holding Corp,Spruce Power Holdings LLC,HPS Investment Partners LLC,58.0,,Completed,179.523,15.6,11.507884615384617,Green,Green,Success,SPRU,29-08-2022,9.36,19-09-2022,8.4,-10.26
07-09-2022,07-09-2022,07-09-2021,2021,EQT,EQT Corp,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Quantum Energy Partners LLC,4939.63,,Completed,319886.0,4680.893,68.33866956582857,Neutral,Brown,Success,EQT,26-08-2022,47.68,19-09-2022,45.45,-4.69
18-08-2022,18-08-2022,18-08-2021,2021,ENB,Enbridge Inc,Gray Oak Pipeline LLC,Phillips 66,,,Completed,7431128.0,47071.0,157.87062097682224,Brown,Brown,Success,ENB,05-08-2022,36.75,29-08-2022,38.33,4.3
17-08-2022,17-08-2022,17-08-2021,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Midland Basin,,110.0,,Completed,342025.4175,496.899,688.3197943646495,Neutral,Brown,Success,NOG,05-08-2022,24.05,29-08-2022,29.33,21.97
15-08-2022,15-08-2022,15-08-2021,2021,BKR,Baker Hughes Co,Quest Integrity Group LLC,Team Inc,280.0,,Completed,391346.0,20502.0,19.08818651838845,Brown,Green,Success,BKR,04-08-2022,22.13,25-08-2022,25.07,13.25
11-08-2022,11-08-2022,11-08-2021,2021,KMI,Kinder Morgan Inc,North American Natural Resources Inc,,135.0,,Completed,14100000.0,16610.0,848.8862131246237,Green,Brown,Success,KMI,29-07-2022,15.51,22-08-2022,16.01,3.17
09-08-2022,09-08-2022,09-08-2021,2021,DVN,Devon Energy Corp,Validus Energy Aquilas Assetco LLC,,1800.0,,Completed,1543105.449,12206.0,126.42187849143863,Brown,Brown,Success,DVN,29-07-2022,54.34,19-08-2022,59.23,9.01
09-08-2022,09-08-2022,09-08-2021,2021,APA,APA Corp,Mining properties/Texas Delaware Basin,,505.0,,Completed,6257760.455,8079.0,774.5711666047778,Neutral,Brown,Success,APA,29-07-2022,34.49,19-08-2022,33.55,-2.74
09-08-2022,09-08-2022,09-08-2021,2021,EVRG,Evergy Inc,199 MW Persimmon creek wind Farm/Oklahoma,"Gestamp Eolica SL,Scout Clean Energy LLC",250.0,,Completed,26540373.0,5586.7,4750.635079742961,Green,Brown,Success,EVRG,29-07-2022,60.62,19-08-2022,63.86,5.35
09-08-2022,09-08-2022,09-08-2021,2021,EVRG,Evergy Inc,Wind farm/Oklahoma,,,,Completed,26540373.0,5586.7,4750.635079742961,Green,Brown,Success,EVRG,29-07-2022,60.62,19-08-2022,63.86,5.35
04-08-2022,04-08-2022,04-08-2021,2021,ARIS,Aris Water Solution Inc,Delaware Energy Services LLC,,128.8,,Completed,19451.66905,229.251,84.84878603582972,Brown,Brown,Success,ARIS,22-07-2022,17.2,15-08-2022,16.39,-4.72
03-08-2022,03-08-2022,03-08-2021,2021,BWA,BorgWarner Inc,Rhombus Energy Solutions Inc,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,Completed,99997.344,11803.0,8.472197237990342,Green,Green,Success,BWA,22-07-2022,30.85,15-08-2022,33.63,9.04
03-08-2022,03-08-2022,03-08-2021,2021,AEP,American Electric Power Co Inc,595 MW Cardinal Plant Unit 1/Brilliant,AEP Generation Resources Inc,,,Completed,28544859.42,16792.0,1699.9082551214865,Neutral,Brown,Success,AEP,22-07-2022,84.83,15-08-2022,94.75,11.69
28-07-2022,28-07-2022,28-07-2021,2021,PBF,PBF Energy Inc,PBF Logistics LP,,1096.91,6.88,Completed,14160000.0,27253.4,519.5682006648711,Neutral,Brown,Success,PBF,15-07-2022,25.8,08-08-2022,28.25,9.49
25-07-2022,25-07-2022,25-07-2021,2021,SHEL,Shell PLC,Shell Midstream Partners LP,,1963.6,23.35,Completed,45504846.91,261504.0,174.01204916941998,Brown,Brown,Success,SHEL,14-07-2022,41.38,04-08-2022,45.82,10.73
20-07-2022,20-07-2022,20-07-2021,2021,BLK,BlackRock Inc,Vanguard Renewables LLC,Vision Ridge Partners LLC,,,Completed,5308.0,19374.0,0.2739754309899865,Green,Green,Success,BLK,08-07-2022,576.65,01-08-2022,624.89,8.37
19-07-2022,19-07-2022,19-07-2021,2021,KMI,Kinder Morgan Inc,3 landfill assets/Mas CanAm LLC,MAS CanAm LLC,355.0,,Completed,14100000.0,16610.0,848.8862131246237,Neutral,Brown,Success,KMI,08-07-2022,14.41,29-07-2022,15.51,7.67
14-07-2022,14-07-2022,14-07-2021,2021,EGY,VAALCO Energy Inc,TransGlobe Energy Corp,,328.51,1.76,Completed,107795.816,199.075,541.4834409142284,Brown,Brown,Success,EGY,01-07-2022,6.02,25-07-2022,4.76,-20.93
07-07-2022,07-07-2022,07-07-2021,2021,POR,General Electric Co,Nexus Controls LLC,Baker Hughes Co,,,Completed,5859714.0,2396.0,2445.6235392320536,Neutral,Brown,Success,POR,24-06-2022,42.28,18-07-2022,44.32,4.83
05-07-2022,05-07-2022,05-07-2021,2021,REI,Ring Energy Inc,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP","Warburg Pincus LLC,Unknown Seller",262.51,,Completed,121754.811,196.306,620.2296975130663,Brown,Brown,Success,REI,24-06-2022,2.91,15-07-2022,2.41,-17.18
05-07-2022,05-07-2022,05-07-2021,2021,NNI,Nelnet Inc,Grne Solutions LLC,,,,Completed,993.765,1500.914,0.6621065564049639,Green,Green,Success,NNI,24-06-2022,83.55,15-07-2022,87.56,4.8
17-06-2022,17-06-2022,17-06-2021,2021,TRGP,Targa Resources Corp,Lucid Energy Group LLC,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,Completed,7006559.465,16949.8,413.3712176544856,Brown,Brown,Success,TRGP,06-06-2022,71.92,27-06-2022,57.21,-20.45
09-06-2022,09-06-2022,09-06-2021,2021,DVN,Devon Energy Corp,Leasehold interest & related assets/RimRock Oil and Gas LP,Rimrock Oil & Gas LP,865.0,,Completed,1543105.449,12206.0,126.42187849143863,Brown,Brown,Success,DVN,27-05-2022,64.46,21-06-2022,52.36,-18.78
08-06-2022,08-06-2022,08-06-2021,2021,NOG,Northern Oil and Gas Inc,Non operated interests/Williston Basin,,158.0,,Completed,342025.4175,496.899,688.3197943646495,Neutral,Brown,Success,NOG,27-05-2022,29.74,21-06-2022,27.52,-7.47
01-06-2022,01-06-2022,01-06-2021,2021,MYE,Myers Industries Inc,Mohawk Rubber Sales of NE Inc,ISO New England Inc,27.8,,Completed,51316.826,761.435,67.39488728519179,Neutral,Brown,Success,MYE,20-05-2022,20.58,13-06-2022,21.17,2.87
31-05-2022,31-05-2022,31-05-2021,2021,SU,Suncor Energy Inc,White Rose asset,Cenovus Energy Inc,39.58,,Completed,10848667.93,39132.0,277.2326467596852,Neutral,Brown,Success,SU,20-05-2022,34.02,10-06-2022,37.25,9.47
31-05-2022,31-05-2022,31-05-2021,2021,PROP,Prairie Operating Co,Certain energy assets/South Dakota,Highwire Energy Partners LLC,,,Completed,301.2594448,0.8076,373.03051609707774,Neutral,Brown,Success,PROP,20-05-2022,17.94,10-06-2022,13.85,-22.79
26-05-2022,26-05-2022,26-05-2021,2021,FF,FutureFuel Corp,Cebolleta Uranium Project/Cibola County,Encore Energy Corp,92.72,,Completed,33963.84172,321.386,105.67928198070231,Neutral,Brown,Success,FF,13-05-2022,4.32,06-06-2022,4.84,12.11
19-05-2022,19-05-2022,19-05-2021,2021,PR,Permian Resources Corp,Colgate Energy Partners III LLC,,2612.61,,Completed,412346.996,897.767,459.30291044335553,Neutral,Brown,Success,PR,06-05-2022,7.38,31-05-2022,7.23,-1.98
17-05-2022,17-05-2022,17-05-2021,2021,HLX,Helix Energy Solutions Group Inc,Alliance Offshore LLC,,120.0,,Completed,205000.0,674.728,303.8261343830403,Neutral,Green,Success,HLX,06-05-2022,4.34,27-05-2022,4.64,6.91
16-05-2022,16-05-2022,16-05-2021,2021,FANG,Diamondback Energy Inc,Rattler Midstream LP,,1281.66,5.61,Completed,1253208.511,5567.0,225.1137975570325,Brown,Brown,Success,FANG,05-05-2022,117.5,26-05-2022,127.13,8.2
05-05-2022,05-05-2022,05-05-2021,2021,CAT,Caterpillar Inc,Tangent Energy Solutions Inc,,,,Completed,250507.1834,50971.0,4.914700190652999,Neutral,Green,Success,CAT,22-04-2022,205.04,16-05-2022,196.41,-4.21
03-05-2022,03-05-2022,03-05-2021,2021,RDUS,Radius Recycling Inc,Operating assets/Encore Recycling LLC,Encore Recycling LLC,,,Completed,2928.054,2758.551,1.0614463897894222,Neutral,Green,Success,RDUS,22-04-2022,47.05,13-05-2022,34.12,-27.49
28-04-2022,28-04-2022,28-04-2021,2021,HPK,HighPeak Energy Inc,Howard County assets,Hannathon Petroleum LLC,345.37,,Completed,121707.359,220.124,552.9036315894678,Neutral,Brown,Success,HPK,14-04-2022,29.93,09-05-2022,26.15,-12.62
27-04-2022,27-04-2022,27-04-2021,2021,CHX,ChampionX Corp,Leak Surveys Inc,,3.7,,Completed,76396.0,3074.99,24.844308436775407,Neutral,Green,Success,CHX,14-04-2022,24.37,09-05-2022,19.61,-19.54
26-04-2022,26-04-2022,26-04-2021,2021,ST,Sensata Technologies Holding PLC,Dynapower Co LLC,Pfingsten Partners LLC,580.0,,Completed,10328.077,3820.806,2.703114735477279,Green,Green,Success,ST,14-04-2022,45.65,06-05-2022,44.07,-3.46
20-04-2022,20-04-2022,20-04-2021,2021,BKR,Baker Hughes Co,Mosaic Materials Inc,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,Completed,391346.0,20502.0,19.08818651838845,Green,Green,Success,BKR,08-04-2022,34.86,02-05-2022,28.71,-17.62
19-04-2022,19-04-2022,19-04-2021,2021,ALE,ALLETE Inc,New Energy Equity,,165.5,,Completed,2599166.9000000004,1419.2,1831.4310174746336,Green,Brown,Success,ALE,08-04-2022,56.68,29-04-2022,51.8,-8.62
11-04-2022,11-04-2022,11-04-2021,2021,SUN,Sunoco LP,Gladieux Energy LLC,,190.0,,Completed,170456.023,17596.0,9.687202943850874,Neutral,Green,Success,SUN,31-03-2022,33.15,21-04-2022,34.19,3.11
04-04-2022,04-04-2022,04-04-2021,2021,HPK,HighPeak Energy Inc,Oil & gas properties/Permian Basin,Alamo Frac Holdings LLC,201.0,,Completed,121707.359,220.124,552.9036315894678,Brown,Brown,Success,HPK,24-03-2022,21.03,14-04-2022,29.93,42.3
04-04-2022,04-04-2022,04-04-2021,2021,AMTX,Aemetis Inc,8.5 acre property/California,,2.0,,Completed,55040.79,211.949,259.6888402,Neutral,Brown,Success,AMTX,24-03-2022,11.22,14-04-2022,13.17,17.38
31-03-2022,31-03-2022,31-03-2021,2021,FCPT,Four Corners Property Trust Inc,Express Oil Change property,,1.5,,Completed,2592.857,199.378,13.004729709396225,Brown,Green,Success,FCPT,18-03-2022,22.68,11-04-2022,24.28,7.06
28-03-2022,28-03-2022,28-03-2021,2021,USDP,USD Partners LP,Hardisty South terminal assets/USD Group LLC,USD Group LLC,107.47,,Completed,3519.146,204.485,17.20980022984571,Neutral,Brown,Success,USDP,17-03-2022,5.01,07-04-2022,5.52,10.16
17-03-2022,17-03-2022,17-03-2021,2021,TRGP,Targa Resources Corp,Southcross Energy Operating LLC,,200.0,,Completed,7006559.465,16949.8,413.3712176544856,Brown,Brown,Success,TRGP,04-03-2022,65.17,28-03-2022,70.02,7.44
15-03-2022,15-03-2022,15-03-2021,2021,ENPH,Enphase Energy Inc,SolarLeadFactory LLC,,,,Completed,12095.162,1382.049,8.751615897844433,Green,Brown,Success,ENPH,04-03-2022,158.15,25-03-2022,193.81,22.55
08-03-2022,08-03-2022,08-03-2021,2021,SND,Smart Sand Inc,Hi-Crush Blair LLC,Hi-Crush Inc,6.5,,Completed,11663.009,126.648,92.08995799380962,Brown,Brown,Success,SND,25-02-2022,3.07,18-03-2022,3.21,4.35
07-03-2022,07-03-2022,07-03-2021,2021,CHRD,Chord Energy Corp,Whiting Petroleum Corp,,3247.0,2.77,Completed,1457753.145,1579.926,922.6717865267108,Brown,Brown,Success,CHRD,24-02-2022,87.36,17-03-2022,104.76,19.92
03-03-2022,03-03-2022,03-03-2021,2021,ALE,ALLETE Inc,NEW Energy Equity LLC,"Unknown Seller,SmartPitch Ventures LLC",165.5,,Completed,2599166.9000000004,1419.2,1831.4310174746336,Green,Brown,Success,ALE,18-02-2022,53.51,14-03-2022,57.03,6.59
28-02-2022,28-02-2022,28-02-2021,2021,CVX,Chevron Corp,Renewable Energy Group Inc,,2769.66,8.87,Completed,28582001.82,155606.0,183.681874834518,Green,Brown,Success,CVX,17-02-2022,118.89,10-03-2022,152.01,27.85
25-02-2022,25-02-2022,25-02-2021,2021,NVAX,NOV Inc,Advanced Drilling Solutions business/AFG Holdings Inc,AFG Holdings Inc,,,Completed,6696.684,1146.29,5.842050440987883,Neutral,Green,Success,NVAX,14-02-2022,80.11,07-03-2022,69.73,-12.96
23-02-2022,23-02-2022,23-02-2021,2021,BEEM,Beam Global,AllCell Technologies LLC,,13.67,,Completed,290.072,9.002,32.22306154187958,Neutral,Brown,Success,BEEM,11-02-2022,13.21,07-03-2022,14.65,10.9
22-02-2022,22-02-2022,22-02-2021,2021,MTDR,Matador Resources Co,Producing & non-producing properties,,242.0,,Completed,774427.0,1641.97,471.6450361456056,Neutral,Brown,Success,MTDR,11-02-2022,42.69,04-03-2022,51.64,20.96
16-02-2022,16-02-2022,16-02-2021,2021,HNRG,Hallador Energy Co,Merom generating station/Indiana,Hoosier Energy Rural Electric Cooperative Inc,,,Completed,650443.262,247.666,2626.292111149693,Neutral,Brown,Success,HNRG,04-02-2022,2.45,28-02-2022,3.43,40.0
01-02-2022,01-02-2022,01-02-2021,2021,CIVI,Civitas Resources Inc,Bison Oil & Gas II LLC,,345.42,,Completed,1278400.0,930.614,1373.7167074641045,Brown,Brown,Success,CIVI,21-01-2022,37.03,11-02-2022,38.95,5.2
25-01-2022,25-01-2022,25-01-2021,2021,EXE,Expand Energy Corp,Chief E&D Holdings LP,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,Completed,927084.6285,5809.0,159.59453064210706,Neutral,Brown,Success,EXE,14-01-2022,59.54,04-02-2022,55.76,-6.35
20-01-2022,20-01-2022,20-01-2021,2021,HUT,Hut 8 Corp,Cloud & colocation data center business,TeraGo Inc,24.07,,Completed,474.186,138.6492,3.420041370595719,Neutral,Green,Success,HUT,07-01-2022,33.05,31-01-2022,29.7,-10.14
19-01-2022,19-01-2022,19-01-2021,2021,PLUG,Plug Power Inc,Joule Processing LLC,,30.0,,Completed,15963.06,502.342,31.777275242762897,Neutral,Brown,Success,PLUG,07-01-2022,24.96,31-01-2022,21.87,-12.38
18-01-2022,18-01-2022,18-01-2021,2021,ALTO,Alto Ingredients Inc,Eagle Alcohol Co LLC,,14.0,,Completed,220296.783,1207.892,182.38119219267944,Neutral,Brown,Success,ALTO,07-01-2022,5.17,28-01-2022,4.98,-3.68
13-01-2022,13-01-2022,13-01-2021,2021,DUK,Duke Energy Corp,3211 Shannon Rd/Durham,,,,Completed,78000000.0,24621.0,3168.027293773608,Neutral,Brown,Success,DUK,31-12-2021,92.04,24-01-2022,90.0,-2.21
04-01-2022,04-01-2022,04-01-2021,2021,FELE,Franklin Electric Co Inc,Blake Group Holdings Inc,,27.1,,Completed,23119.603,1661.865,13.91184181627268,Brown,Green,Success,FELE,23-12-2021,88.57,14-01-2022,87.63,-1.06
23-12-2021,23-12-2021,23-12-2020,2020,FCPT,Four Corners Property Trust Inc,2 Express Oil Change/Mississippi,,4.6,,Completed,2298.444,170.944,13.445596218644702,Brown,Green,Success,FCPT,10-12-2021,23.71,03-01-2022,24.98,5.34
21-12-2021,21-12-2021,21-12-2020,2020,ENPH,Enphase Energy Inc,365 Pronto Inc,,,,Completed,26385.255,774.4249999999998,34.070768634793566,Neutral,Brown,Success,ENPH,10-12-2021,215.02,31-12-2021,182.94,-14.92
17-12-2021,17-12-2021,17-12-2020,2020,BOOM,DMC Global Inc,Arcadia Inc,,282.5,,Completed,1390.458489,229.161,6.067605259468234,Neutral,Green,Success,BOOM,06-12-2021,38.37,27-12-2021,40.62,5.86
16-12-2021,16-12-2021,16-12-2020,2020,ULBI,Ultralife Corp,Excell Battery Canada ULC,,16.45,,Completed,4135.837,107.712,38.39717952,Neutral,Brown,Success,ULBI,03-12-2021,5.11,27-12-2021,6.03,18.0
16-12-2021,16-12-2021,16-12-2020,2020,ULBI,Ultralife Corp,656700 BC Ltd,,7.05,,Completed,4135.837,107.712,38.39717952,Neutral,Brown,Success,ULBI,03-12-2021,5.11,27-12-2021,6.03,18.0
16-12-2021,16-12-2021,16-12-2020,2020,CPK,Chesapeake Utilities Corp,Operating Assets/Diversified Energy Co,Diversified Energy Co PLC,,,Completed,266679.0,488.198,546.2517257342308,Neutral,Brown,Success,CPK,03-12-2021,123.36,27-12-2021,134.09,8.7
14-12-2021,14-12-2021,14-12-2020,2020,GTLS,Chart Industries Inc,Earthly Labs Inc,,62.0,,Completed,17380.0,1177.1,14.76510067114094,Green,Brown,Success,GTLS,03-12-2021,162.94,27-12-2021,159.49,-2.12
14-12-2021,14-12-2021,14-12-2020,2020,ULBI,Ultralife Corp,Excell Battery Group,,23.5,,Completed,4135.837,107.712,38.39717952,Neutral,Brown,Success,ULBI,03-12-2021,5.11,27-12-2021,6.03,18.0
14-12-2021,14-12-2021,14-12-2020,2020,SHEL,Shell PLC,MS Europe BV,Multi Service Technology Solutions Inc,,,Completed,31526463.37,180543.0,174.62024766399142,Neutral,Brown,Success,SHEL,03-12-2021,38.75,27-12-2021,39.42,1.72
13-12-2021,13-12-2021,13-12-2020,2020,WTTR,Select Water Solutions Inc,Nuverra Environmental Solutions Inc,,56.34,,Completed,33176.646,605.105,54.82791581626329,Green,Brown,Success,WTTR,02-12-2021,5.52,23-12-2021,5.84,5.77
13-12-2021,13-12-2021,13-12-2020,2020,TXNM,TXNM Energy Inc,Western Spirit transmission line,,,,Completed,5602062.229,1523.012,3678.2784567685617,Green,Brown,Success,TXNM,02-12-2021,40.47,23-12-2021,40.39,-0.2
09-12-2021,09-12-2021,09-12-2020,2020,CHX,ChampionX Corp,"Tomson Technologies LLC,Group 2 Technologies LLC",,,,Completed,24884.581,1899.996,13.097175467737824,Neutral,Green,Success,CHX,26-11-2021,19.56,20-12-2021,19.42,-0.72
07-12-2021,07-12-2021,07-12-2020,2020,AMRC,Ameresco Inc,Juice Technologies Inc,,,,Completed,315545.0,1032.275,305.67920370056424,Neutral,Green,Success,AMRC,26-11-2021,89.7,17-12-2021,77.35,-13.77
07-12-2021,07-12-2021,07-12-2020,2020,XOM,Exxon Mobil Corp,Materia Inc,,,,Completed,108000000.0,178574.0,604.7912910054096,Brown,Brown,Success,XOM,26-11-2021,54.6,17-12-2021,53.51,-1.99
06-12-2021,06-12-2021,06-12-2020,2020,GIFI,Gulf Island Fabrication Inc,Dynamic Industries Inc,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,Completed,6908.99,250.959,27.53035356372953,Brown,Brown,Success,GIFI,24-11-2021,4.14,16-12-2021,3.95,-4.59
02-12-2021,02-12-2021,02-12-2020,2020,GIFI,Gulf Island Fabrication Inc,Services & industrial staffing businesses/Dynamic Industries Inc,Dynamic Group Holdings LLC,8.0,,Completed,6908.99,250.959,27.53035356372953,Neutral,Brown,Success,GIFI,19-11-2021,4.02,13-12-2021,3.97,-1.24
30-11-2021,30-11-2021,30-11-2020,2020,GCMG,GCM Grosvenor Inc,Resource Waste Services LLC,ReEnergy Holdings LLC,,,Completed,173.881,422.395,0.4116549675067176,Green,Green,Success,GCMG,19-11-2021,9.98,10-12-2021,9.07,-9.16
23-11-2021,23-11-2021,23-11-2020,2020,IEX,IDEX Corp,Nexsight LLC,,112.5,,Completed,30795.677,2351.646,13.095371072006586,Neutral,Green,Success,IEX,12-11-2021,225.92,03-12-2021,219.42,-2.88
17-11-2021,17-11-2021,17-11-2020,2020,NOG,Northern Oil and Gas Inc,non-operated Permian Basin assets,Veritas Energy LLC,406.5,,Completed,155885.1295,552.209,282.2937139742381,Neutral,Brown,Success,NOG,05-11-2021,22.48,29-11-2021,18.55,-17.47
16-11-2021,16-11-2021,16-11-2020,2020,ENPH,Enphase Energy Inc,ClipperCreek Inc,,,,Completed,26385.255,774.4249999999998,34.070768634793566,Green,Brown,Success,ENPH,05-11-2021,237.9,26-11-2021,247.42,4.0
09-11-2021,09-11-2021,09-11-2020,2020,ADT,ADT Inc,Marc Jones Construction LLC,Compass Group Equity Partners LLC,824.49,,Completed,35816.075,5314.787,6.738948334147727,Green,Green,Success,ADT,29-10-2021,7.69,19-11-2021,8.28,7.66
05-11-2021,05-11-2021,05-11-2020,2020,SHEL,Shell PLC,"MSTS Payments LLC,Multi Service Fuel Card business",Multi Service Technology Solutions Inc,,,Completed,31526463.37,180543.0,174.62024766399142,Neutral,Brown,Success,SHEL,25-10-2021,43.17,15-11-2021,40.26,-6.73
03-11-2021,03-11-2021,03-11-2020,2020,OBE,Obsidian Energy Ltd,Peace River Oil Partnership,,35.04,,Completed,85831.814,272.8,314.63274926686216,Brown,Brown,Success,OBE,22-10-2021,3.85,15-11-2021,3.77,-2.08
02-11-2021,02-11-2021,02-11-2020,2020,GNRC,Generac Holdings Inc,ecobee Inc,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,Completed,75778.454,2485.2,30.49189361017222,Neutral,Brown,Success,GNRC,22-10-2021,470.32,12-11-2021,446.87,-4.99
29-10-2021,29-10-2021,29-10-2020,2020,WKC,World Kinect Corp,Flyers Energy LLC,Dwelle Family Foundation Inc,725.0,,Completed,41600.0,20358.3,2.043392621191357,Neutral,Green,Success,WKC,18-10-2021,30.33,08-11-2021,26.25,-13.45
27-10-2021,27-10-2021,27-10-2020,2020,PSX,Phillips 66,Phillips 66 Partners LP,,2333.84,29.83,Completed,25490000.0,64129.0,397.4800792153316,Brown,Brown,Success,PSX,15-10-2021,71.11,08-11-2021,68.28,-3.98
27-10-2021,27-10-2021,27-10-2020,2020,LBRT,Liberty Energy Inc,PropX/Denver,,90.0,,Completed,16570.243,965.787,17.157243781496334,Neutral,Green,Success,LBRT,15-10-2021,14.68,08-11-2021,11.57,-21.22
26-10-2021,26-10-2021,26-10-2020,2020,WFG,West Fraser Timber Co Ltd,Oriented strand board mill/South Carolina,,280.0,,Completed,727714.0,5850.0,124.39555555555556,Neutral,Brown,Success,WFG,15-10-2021,87.44,05-11-2021,80.07,-8.43
22-10-2021,22-10-2021,22-10-2020,2020,XIFR,XPLR Infrastructure LP,Portfolio of 2520 MW renewables projects,NextEra Energy Inc,849.0,,Completed,48471.849,917.0,52.859159214830974,Green,Green,Success,XIFR,11-10-2021,58.8,01-11-2021,66.96,13.88
07-10-2021,07-10-2021,07-10-2020,2020,HRI,Herc Holdings Inc,Rapid Equipment Rental Ltd,,,,Completed,102469.0,1781.3,57.52484140796048,Neutral,Brown,Success,HRI,24-09-2021,150.34,18-10-2021,174.8,16.26
06-10-2021,06-10-2021,06-10-2020,2020,SWX,Southwest Gas Holdings Inc,Dominion Energy Questar Pipeline LLC,Dominion Energy Inc,1975.0,,Completed,360785.4,3298.873,109.3662593255333,Brown,Brown,Success,SWX,24-09-2021,59.44,18-10-2021,61.02,2.65
06-10-2021,06-10-2021,06-10-2020,2020,ARES,Ares Management Corp,Apex Clean Energy Inc,,,,Completed,714.715,2235.769,0.319673007,Green,Green,Success,ARES,24-09-2021,69.43,18-10-2021,68.77,-0.94
01-10-2021,01-10-2021,01-10-2020,2020,CVX,Chevron Corp,American Natural Gas LLC,Mercuria Energy Trading SA,,,Completed,28078295.01,94471.0,297.2160240179526,Brown,Brown,Success,CVX,20-09-2021,82.51,11-10-2021,93.26,13.03
20-09-2021,20-09-2021,20-09-2020,2020,MTRN,Materion Corp,HCS-Electronic Materials,HC Starck Inc,380.0,,Completed,39393.068,1176.274,33.48970392952663,Neutral,Brown,Success,MTRN,09-09-2021,69.72,30-09-2021,67.43,-3.28
07-09-2021,07-09-2021,07-09-2020,2020,ENB,Enbridge Inc,Moda Midstream Operating LLC,Encap Flatrock Midstream,3000.0,,Completed,6852670.0,39087.0,175.3183923043467,Brown,Brown,Success,ENB,27-08-2021,32.33,17-09-2021,32.5,0.53
