Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales,Acquirer_GHG_Emissions,Carbon_Intensity,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
09-09-2022,2021,SPRU,Spruce Power Holding Corp,15.6,179.523,11.507884615384615,Spruce Power Holdings LLC,HPS Investment Partners LLC,58.0,,Completed
07-09-2022,2021,EQT,EQT Corp,4680.893,319886.0,68.33866956582857,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Quantum Energy Partners LLC,4939.63,,Completed
18-08-2022,2021,ENB,Enbridge Inc,47071.0,7431128.0,157.87062097682224,Gray Oak Pipeline LLC,Phillips 66,,,Completed
17-08-2022,2021,NOG,Northern Oil and Gas Inc,496.899,342025.4175,688.3197943646495,Non operated interests/Midland Basin,,110.0,,Completed
15-08-2022,2021,BKR,Baker Hughes Co,20502.0,391346.0,19.08818651838845,Quest Integrity Group LLC,Team Inc,280.0,,Completed
11-08-2022,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,848.8862131246237,North American Natural Resources Inc,,135.0,,Completed
09-08-2022,2021,DVN,Devon Energy Corp,12206.0,1543105.4488665,126.42187849143865,Validus Energy Aquilas Assetco LLC,,1800.0,,Completed
09-08-2022,2021,APA,APA Corp,8079.0,6257760.455,774.5711666047778,Mining properties/Texas Delaware Basin,,505.0,,Completed
09-08-2022,2021,EVRG,Evergy Inc,5586.7,26540373.0,4750.635079742961,199 MW Persimmon creek wind Farm/Oklahoma,"Gestamp Eolica SL,Scout Clean Energy LLC",250.0,,Completed
09-08-2022,2021,EVRG,Evergy Inc,5586.7,26540373.0,4750.635079742961,Wind farm/Oklahoma,,,,Completed
04-08-2022,2021,ARIS,Aris Water Solution Inc,229.251,19451.6690475,84.84878603582972,Delaware Energy Services LLC,,128.8,,Completed
03-08-2022,2021,BWA,BorgWarner Inc,11803.0,99997.344,8.472197237990342,Rhombus Energy Solutions Inc,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,Completed
03-08-2022,2021,AEP,American Electric Power Co Inc,16792.0,28544859.42,1699.9082551214865,595 MW Cardinal Plant Unit 1/Brilliant,AEP Generation Resources Inc,,,Completed
28-07-2022,2021,PBF,PBF Energy Inc,27253.4,14160000.0,519.5682006648711,PBF Logistics LP,,1096.91,6.88,Completed
25-07-2022,2021,SHEL,Shell PLC,261504.0,45504846.906,174.01204916941998,Shell Midstream Partners LP,,1963.6,23.35,Completed
20-07-2022,2021,BLK,BlackRock Inc,19374.0,5308.0,0.27397543098998656,Vanguard Renewables LLC,Vision Ridge Partners LLC,,,Completed
19-07-2022,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,848.8862131246237,3 landfill assets/Mas CanAm LLC,MAS CanAm LLC,355.0,,Completed
14-07-2022,2021,EGY,VAALCO Energy Inc,199.075,107795.816,541.4834409142284,TransGlobe Energy Corp,,328.51,1.76,Completed
07-07-2022,2021,POR,General Electric Co,2396.0,5859714.0,2445.6235392320536,Nexus Controls LLC,Baker Hughes Co,,,Completed
05-07-2022,2021,REI,Ring Energy Inc,196.306,121754.811,620.2296975130663,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP","Warburg Pincus LLC,Unknown Seller",262.51,,Completed
05-07-2022,2021,NNI,Nelnet Inc,1500.914,993.765,0.6621065564049639,Grne Solutions LLC,,,,Completed
17-06-2022,2021,TRGP,Targa Resources Corp,16949.8,7006559.465,413.37121765448563,Lucid Energy Group LLC,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,Completed
09-06-2022,2021,DVN,Devon Energy Corp,12206.0,1543105.4488665,126.42187849143865,Leasehold interest & related assets/RimRock Oil and Gas LP,Rimrock Oil & Gas LP,865.0,,Completed
08-06-2022,2021,NOG,Northern Oil and Gas Inc,496.899,342025.4175,688.3197943646495,Non operated interests/Williston Basin,,158.0,,Completed
01-06-2022,2021,MYE,Myers Industries Inc,761.435,51316.826,67.39488728519179,Mohawk Rubber Sales of NE Inc,ISO New England Inc,27.8,,Completed
31-05-2022,2021,SU,Suncor Energy Inc,39132.0,10848667.933,277.23264675968517,White Rose asset,Cenovus Energy Inc,39.58,,Completed
31-05-2022,2021,PROP,Prairie Operating Co,0.8076,301.2594448,373.03051609707774,Certain energy assets/South Dakota,Highwire Energy Partners LLC,,,Completed
26-05-2022,2021,FF,FutureFuel Corp,321.386,33963.84171865,105.67928198070233,Cebolleta Uranium Project/Cibola County,Encore Energy Corp,92.72,,Completed
19-05-2022,2021,PR,Permian Resources Corp,897.767,412346.996,459.30291044335553,Colgate Energy Partners III LLC,,2612.61,,Completed
17-05-2022,2021,HLX,Helix Energy Solutions Group Inc,674.728,205000.0,303.8261343830403,Alliance Offshore LLC,,120.0,,Completed
16-05-2022,2021,FANG,Diamondback Energy Inc,5567.0,1253208.511,225.1137975570325,Rattler Midstream LP,,1281.66,5.61,Completed
05-05-2022,2021,CAT,Caterpillar Inc,50971.0,250507.183417774,4.914700190652999,Tangent Energy Solutions Inc,,,,Completed
03-05-2022,2021,RDUS,Radius Recycling Inc,2758.551,2928.054,1.0614463897894222,Operating assets/Encore Recycling LLC,Encore Recycling LLC,,,Completed
28-04-2022,2021,HPK,HighPeak Energy Inc,220.124,121707.359,552.9036315894678,Howard County assets,Hannathon Petroleum LLC,345.37,,Completed
27-04-2022,2021,CHX,ChampionX Corp,3074.99,76396.0,24.844308436775407,Leak Surveys Inc,,3.7,,Completed
26-04-2022,2021,ST,Sensata Technologies Holding PLC,3820.806,10328.077,2.703114735477279,Dynapower Co LLC,Pfingsten Partners LLC,580.0,,Completed
20-04-2022,2021,BKR,Baker Hughes Co,20502.0,391346.0,19.08818651838845,Mosaic Materials Inc,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,Completed
19-04-2022,2021,ALE,ALLETE Inc,1419.2,2599166.9000000004,1831.4310174746338,New Energy Equity,,165.5,,Completed
11-04-2022,2021,SUN,Sunoco LP,17596.0,170456.023,9.687202943850874,Gladieux Energy LLC,,190.0,,Completed
04-04-2022,2021,HPK,HighPeak Energy Inc,220.124,121707.359,552.9036315894678,Oil & gas properties/Permian Basin,Alamo Frac Holdings LLC,201.0,,Completed
04-04-2022,2021,AMTX,Aemetis Inc,211.949,55040.79,259.688840239869,8.5 acre property/California,,2.0,,Completed
31-03-2022,2021,FCPT,Four Corners Property Trust Inc,199.378,2592.857,13.004729709396223,Express Oil Change property,,1.5,,Completed
28-03-2022,2021,USDP,USD Partners LP,204.485,3519.146,17.20980022984571,Hardisty South terminal assets/USD Group LLC,USD Group LLC,107.47,,Completed
17-03-2022,2021,TRGP,Targa Resources Corp,16949.8,7006559.465,413.37121765448563,Southcross Energy Operating LLC,,200.0,,Completed
15-03-2022,2021,ENPH,Enphase Energy Inc,1382.049,12095.162,8.751615897844433,SolarLeadFactory LLC,,,,Completed
08-03-2022,2021,SND,Smart Sand Inc,126.648,11663.009,92.08995799380962,Hi-Crush Blair LLC,Hi-Crush Inc,6.5,,Completed
07-03-2022,2021,CHRD,Chord Energy Corp,1579.926,1457753.145,922.6717865267108,Whiting Petroleum Corp,,3247.0,2.77,Completed
03-03-2022,2021,ALE,ALLETE Inc,1419.2,2599166.9000000004,1831.4310174746338,NEW Energy Equity LLC,"Unknown Seller,SmartPitch Ventures LLC",165.5,,Completed
28-02-2022,2021,CVX,Chevron Corp,155606.0,28582001.8155,183.68187483451794,Renewable Energy Group Inc,,2769.66,8.87,Completed
25-02-2022,2021,NVAX,NOV Inc,1146.29,6696.684,5.842050440987883,Advanced Drilling Solutions business/AFG Holdings Inc,AFG Holdings Inc,,,Completed
23-02-2022,2021,BEEM,Beam Global,9.002,290.072,32.22306154187958,AllCell Technologies LLC,,13.67,,Completed
22-02-2022,2021,MTDR,Matador Resources Co,1641.97,774427.0,471.64503614560556,Producing & non-producing properties,,242.0,,Completed
16-02-2022,2021,HNRG,Hallador Energy Co,247.666,650443.262,2626.2921111496935,Merom generating station/Indiana,Hoosier Energy Rural Electric Cooperative Inc,,,Completed
01-02-2022,2021,CIVI,Civitas Resources Inc,930.614,1278400.0,1373.7167074641043,Bison Oil & Gas II LLC,,345.42,,Completed
25-01-2022,2021,EXE,Expand Energy Corp,5809.0,927084.6285,159.59453064210706,Chief E&D Holdings LP,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,Completed
20-01-2022,2021,HUT,Hut 8 Corp,138.6492,474.186,3.420041370595719,Cloud & colocation data center business,TeraGo Inc,24.07,,Completed
19-01-2022,2021,PLUG,Plug Power Inc,502.342,15963.06,31.777275242762897,Joule Processing LLC,,30.0,,Completed
18-01-2022,2021,ALTO,Alto Ingredients Inc,1207.892,220296.783,182.38119219267946,Eagle Alcohol Co LLC,,14.0,,Completed
13-01-2022,2021,DUK,Duke Energy Corp,24621.0,78000000.0,3168.027293773608,3211 Shannon Rd/Durham,,,,Completed
04-01-2022,2021,FELE,Franklin Electric Co Inc,1661.865,23119.603,13.91184181627268,Blake Group Holdings Inc,,27.1,,Completed
23-12-2021,2020,FCPT,Four Corners Property Trust Inc,170.944,2298.444,13.445596218644702,2 Express Oil Change/Mississippi,,4.6,,Completed
21-12-2021,2020,ENPH,Enphase Energy Inc,774.4249999999998,26385.255,34.070768634793566,365 Pronto Inc,,,,Completed
17-12-2021,2020,BOOM,DMC Global Inc,229.161,1390.458488865,6.067605259468234,Arcadia Inc,,282.5,,Completed
16-12-2021,2020,ULBI,Ultralife Corp,107.712,4135.837,38.3971795157457,Excell Battery Canada ULC,,16.45,,Completed
16-12-2021,2020,ULBI,Ultralife Corp,107.712,4135.837,38.3971795157457,656700 BC Ltd,,7.05,,Completed
16-12-2021,2020,CPK,Chesapeake Utilities Corp,488.198,266679.0,546.2517257342308,Operating Assets/Diversified Energy Co,Diversified Energy Co PLC,,,Completed
14-12-2021,2020,GTLS,Chart Industries Inc,1177.1,17380.0,14.76510067114094,Earthly Labs Inc,,62.0,,Completed
14-12-2021,2020,ULBI,Ultralife Corp,107.712,4135.837,38.3971795157457,Excell Battery Group,,23.5,,Completed
14-12-2021,2020,SHEL,Shell PLC,180543.0,31526463.374,174.62024766399142,MS Europe BV,Multi Service Technology Solutions Inc,,,Completed
13-12-2021,2020,WTTR,Select Water Solutions Inc,605.105,33176.646,54.82791581626329,Nuverra Environmental Solutions Inc,,56.34,,Completed
13-12-2021,2020,TXNM,TXNM Energy Inc,1523.012,5602062.229,3678.2784567685617,Western Spirit transmission line,,,,Completed
09-12-2021,2020,CHX,ChampionX Corp,1899.996,24884.581,13.097175467737825,"Tomson Technologies LLC,Group 2 Technologies LLC",,,,Completed
07-12-2021,2020,AMRC,Ameresco Inc,1032.275,315545.0,305.67920370056424,Juice Technologies Inc,,,,Completed
07-12-2021,2020,XOM,Exxon Mobil Corp,178574.0,108000000.0,604.7912910054096,Materia Inc,,,,Completed
06-12-2021,2020,GIFI,Gulf Island Fabrication Inc,250.959,6908.99,27.530353563729534,Dynamic Industries Inc,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,Completed
02-12-2021,2020,GIFI,Gulf Island Fabrication Inc,250.959,6908.99,27.530353563729534,Services & industrial staffing businesses/Dynamic Industries Inc,Dynamic Group Holdings LLC,8.0,,Completed
30-11-2021,2020,GCMG,GCM Grosvenor Inc,422.395,173.881,0.41165496750671765,Resource Waste Services LLC,ReEnergy Holdings LLC,,,Completed
23-11-2021,2020,IEX,IDEX Corp,2351.646,30795.677,13.095371072006586,Nexsight LLC,,112.5,,Completed
17-11-2021,2020,NOG,Northern Oil and Gas Inc,552.209,155885.1295,282.2937139742381,non-operated Permian Basin assets,Veritas Energy LLC,406.5,,Completed
16-11-2021,2020,ENPH,Enphase Energy Inc,774.4249999999998,26385.255,34.070768634793566,ClipperCreek Inc,,,,Completed
09-11-2021,2020,ADT,ADT Inc,5314.787,35816.075,6.738948334147727,Marc Jones Construction LLC,Compass Group Equity Partners LLC,824.49,,Completed
05-11-2021,2020,SHEL,Shell PLC,180543.0,31526463.374,174.62024766399142,"MSTS Payments LLC,Multi Service Fuel Card business",Multi Service Technology Solutions Inc,,,Completed
03-11-2021,2020,OBE,Obsidian Energy Ltd,272.8,85831.814,314.63274926686216,Peace River Oil Partnership,,35.04,,Completed
02-11-2021,2020,GNRC,Generac Holdings Inc,2485.2,75778.454,30.49189361017222,ecobee Inc,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,Completed
29-10-2021,2020,WKC,World Kinect Corp,20358.3,41600.0,2.043392621191357,Flyers Energy LLC,Dwelle Family Foundation Inc,725.0,,Completed
27-10-2021,2020,PSX,Phillips 66,64129.0,25490000.0,397.4800792153316,Phillips 66 Partners LP,,2333.84,29.83,Completed
27-10-2021,2020,LBRT,Liberty Energy Inc,965.787,16570.243,17.157243781496334,PropX/Denver,,90.0,,Completed
26-10-2021,2020,WFG,West Fraser Timber Co Ltd,5850.0,727714.0,124.39555555555556,Oriented strand board mill/South Carolina,,280.0,,Completed
22-10-2021,2020,XIFR,XPLR Infrastructure LP,917.0,48471.849,52.859159214830974,Portfolio of 2520 MW renewables projects,NextEra Energy Inc,849.0,,Completed
07-10-2021,2020,HRI,Herc Holdings Inc,1781.3,102469.0,57.52484140796048,Rapid Equipment Rental Ltd,,,,Completed
06-10-2021,2020,SWX,Southwest Gas Holdings Inc,3298.873,360785.4,109.3662593255333,Dominion Energy Questar Pipeline LLC,Dominion Energy Inc,1975.0,,Completed
06-10-2021,2020,ARES,Ares Management Corp,2235.769,714.715,0.319673007363462,Apex Clean Energy Inc,,,,Completed
01-10-2021,2020,CVX,Chevron Corp,94471.0,28078295.005,297.2160240179526,American Natural Gas LLC,Mercuria Energy Trading SA,,,Completed
20-09-2021,2020,MTRN,Materion Corp,1176.274,39393.068,33.48970392952663,HCS-Electronic Materials,HC Starck Inc,380.0,,Completed
07-09-2021,2020,ENB,Enbridge Inc,39087.0,6852670.0,175.3183923043467,Moda Midstream Operating LLC,Encap Flatrock Midstream,3000.0,,Completed
02-09-2021,2020,PWR,Quanta Services Inc,11202.672,233082.175,20.805944778174347,Blattner Holding Co,,2700.0,,Completed
18-08-2021,2020,BLK,BlackRock Inc,16205.0,4090.0,0.2523912372724468,National Renewable Solutions LLC,,,,Completed
17-08-2021,2020,WTTR,Select Water Solutions Inc,605.105,33176.646,54.82791581626329,Agua Libre Midstream LLC,Basic Energy Services Inc,19.54,,Completed
17-08-2021,2020,BRY,Berry Corp,523.833,805281.714623755,1537.287102232496,C&J Well Services Inc,Basic Energy Services Inc,,,Completed
11-08-2021,2020,EXE,Expand Energy Corp,5240.0,935709.7725,178.57056727099237,Vine Energy Inc,,1459.77,,Completed
03-08-2021,2020,DINO,HF Sinclair Corp,11183.643,5479000.0,489.9119186833843,"Marketing & diesel business,2 refineries/Rocky Mountain",Sinclair Cos/The,1783.29,,Completed
02-08-2021,2020,SUN,Sunoco LP,10710.0,21545.0,2.011671335200747,Portfolio of 8 terminal locations/NuStar Energy LP,NuStar Energy LP,250.0,,Completed
27-07-2021,2020,SHEL,Shell PLC,180543.0,31526463.374,174.62024766399142,Inspire Energy Capital LLC,,,,Completed
23-07-2021,2020,DUK,Duke Energy Corp,23868.0,74985884.11,3141.6911391821686,CNG fueling station/South Carolina,Spire Inc,,,Completed
16-07-2021,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333333333333,Kinetrex Energy,Parallel49 Equity,310.0,,Completed
14-07-2021,2020,ORA,Ormat Technologies Inc,705.342,140128.081,198.66686089868463,TG Geothermal Portfolio LLC,,171.0,,Completed
12-07-2021,2020,WTTR,Select Water Solutions Inc,605.105,33176.646,54.82791581626329,Complete Energy Services LLC,Superior Energy Services Inc,36.44,,Completed
09-07-2021,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333333333333,Twin Tier Pipeline LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",30.0,,Completed
06-07-2021,2020,PTEN,Patterson-UTI Energy Inc,1124.249,134439.391,119.58150818902219,Pioneer Energy Services Corp,,425.8,21.42,Completed
05-07-2021,2020,CHX,ChampionX Corp,1899.996,24884.581,13.097175467737825,Scientific Aviation Inc,,,,Completed
01-07-2021,2020,CDZI,Cadiz Inc,0.541,6.843,12.64879852125693,220 mile Northern Pipeline,Kinder Morgan Inc,19.0,,Completed
30-06-2021,2020,CE,Celanese Corp,5655.0,1139252.19,201.45927320954905,Santoprene synthetic rubber business/ExxonMobil,Exxon Mobil Corp,1150.0,,Completed
08-06-2021,2020,RF,Regions Financial Corp,6655.0,291136.0,43.74695717505635,EnerBank USA,CMS Energy Corp,960.0,,Completed
08-06-2021,2020,APO,Apollo Global Management Inc,2110.9,211.0,0.09995736415746838,Total Operations & Production Services LLC,Black Bay Energy Capital LLC,,,Completed
01-06-2021,2020,KMI,Kinder Morgan Inc,11700.0,15600000.0,1333.3333333333333,Stagecoach Gas Services LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",1225.0,,Completed
27-05-2021,2020,MS,Morgan Stanley,52606.0,17170.6989203,0.3264019108143558,Produced water infrastructure assets/Hibernia Energy III LLC,Hibernia Energy LLC,,,Completed
27-05-2021,2020,MS,Morgan Stanley,52606.0,17170.6989203,0.3264019108143558,Produced water infrastructure assets,Hibernia Energy LLC,,,Completed
24-05-2021,2020,CTRA,Coterra Energy Inc,1466.0,302393.901,206.27141950886767,Cimarex Energy Co,,8815.27,,Completed
17-05-2021,2020,SPRU,Spruce Power Holding Corp,20.338,242.983,11.94724161667814,World Energy Efficiency Services LLC,,15.0,,Completed
12-05-2021,2020,D,Dominion Energy Inc,14172.0,14575889.348275,1028.4991072731443,Birdseye Renewable Energy LLC,BRE Holdings LLC,28.0,,Completed
12-05-2021,2020,DTE,DTE Energy Co,11423.0,20962000.49,1835.0696393241703,Isabella Wind I and II projects/Isabella County,Greenlight Energy Resources Inc,,,Completed
10-05-2021,2020,CIVI,Civitas Resources Inc,218.09,1200551.0,5504.842037690862,Extraction Oil & Gas Inc,,1382.69,,Completed
06-05-2021,2020,EQT,EQT Corp,3557.449,338799.56,95.23665975253616,"Eqt Amd LLC,EQT ARO LLC",,2925.0,,Completed
06-05-2021,2020,AMSC,American Superconductor Corp,63.838,101860.588,1595.6105767724553,Neeltran Inc,,8.8,,Completed
03-05-2021,2020,CHRD,Chord Energy Corp,1307.674,537377.29,410.9413278844728,Williston Basin assets/Diamondback Energy Inc,Diamondback Energy Inc,745.0,,Completed
22-04-2021,2020,AEP,American Electric Power Co Inc,14918.5,25012316.5,1676.597278546771,100 MW Dry Lake Solar Project,,114.0,,Completed
19-04-2021,2020,XIFR,XPLR Infrastructure LP,917.0,48471.849,52.859159214830974,Portfolio of 4 operating wind assets/US,Brookfield Renewable Partners LP,733.0,,Completed
14-04-2021,2020,EOSE,Eos Energy Enterprises Inc,0.219,6.282,28.684931506849317,HI-Power LLC,Holtec International Corp,0.03,,Completed
14-04-2021,2020,EOSE,Eos Energy Enterprises Inc,0.219,6.282,28.684931506849317,HI-Power LLC,,,,Completed
05-04-2021,2020,DNOW,DNOW Inc,1619.0,24600.0,15.194564546016059,Flex Flow Services LLC,GR Energy Services LLC,90.0,,Completed
18-03-2021,2020,PPL,PPL Corp,5474.0,6895908.316,1259.756725611984,Narragansett Electric Co/The,National Grid PLC,3770.0,,Completed
09-03-2021,2020,EFX,Equifax Inc,4127.5,6751.474,1.635729618413083,HireTechs.com,Green Day Technologies Inc,,,Completed
05-03-2021,2020,CVX,Chevron Corp,94471.0,28078295.005,297.2160240179526,Noble Midstream Partners LP,,454.5,4.62,Completed
22-02-2021,2020,BIPC,Brookfield Infrastructure Corp,1430.0,299516.816,209.45231888111888,Inter Pipeline Ltd,,10949.35,15.14,Completed
22-02-2021,2020,ADN,Advent Technologies Holdings I,0.0,1226.1723333333332,,UltraCell LLC,Bren-Tronics Inc,,,Completed
18-02-2021,2020,VRN,Veren Inc,1733.7,1126052.5,649.5082770952298,Kaybob Duvernay assets/Shell Canada Energy,Shell PLC,854.19,,Completed
17-02-2021,2020,NOVA,Sunnova Energy International Inc,160.82,3516.263,21.864587737843554,SunStreet Energy Group LLC,Lennar Corp,162.73,,Completed
04-02-2021,2020,NOG,Northern Oil and Gas Inc,552.209,155885.1295,282.2937139742381,Certain non operated natural gas assets,Reliance Industries Ltd,120.9,,Completed
26-01-2021,2020,ENPH,Enphase Energy Inc,774.4249999999998,26385.255,34.070768634793566,Sofdesk Inc,Wave Media Group LLC,,,Completed
13-01-2021,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0067530167166,Hygo Energy Transition Ltd,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,Completed
13-01-2021,2020,NFE,New Fortress Energy Inc,451.65,967889.0,2143.0067530167166,CH4 Energia Ltda,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,Completed
23-12-2020,2019,AEE,Ameren Corp,5910.0,24413650.5,4130.905329949239,400 MW project/Missouri,,,,Completed
23-12-2020,2019,BLK,BlackRock Inc,14539.0,6386.0,0.43923240938166314,945 MW natural gas fired power plant/Heard County,TCT Generation Holdings LLC,,,Completed
21-12-2020,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,344.82724137931035,QEP Resources Inc,,2183.83,3.71,Completed
21-12-2020,2019,FANG,Diamondback Energy Inc,4031.0,1389998.61,344.82724137931035,Guidon Operating LLC,,858.26,,Completed
21-12-2020,2019,ENB,Enbridge Inc,50069.0,7619166.547,152.17333174219578,Crude oil terminalling segment,Blueknight Energy Partners LP,132.0,,Completed
16-12-2020,2019,ORA,Ormat Technologies Inc,746.044,380838.1505,510.4767956045488,Shovel Ready Project/Texas,Consolidated Edison Inc,,,Completed
15-12-2020,2019,TRP,TC Energy Corp,13255.0,14427861.0,1088.4844209732178,TC PipeLines LP,,3771.13,13.77,Completed
15-12-2020,2019,GTLS,Chart Industries Inc,1215.5,43255.51916,35.586605643768,Sustainable Energy Solutions Inc,,20.0,,Completed
14-12-2020,2019,MUSA,Murphy USA Inc,12101.3,108593.0777,8.97367040731161,Quick Chek Corp,,645.0,,Completed
08-12-2020,2019,LGO,Largo Inc,105.5258,12749.309,120.81698504062513,Certain assets/Vionx Energy Corp,Vionx Energy Corp,,,Completed
04-12-2020,2019,PEG,Public Service Enterprise Group Inc,10076.0,13378211.19,1327.7303682016673,Ocean Wind Project/NJ,Orsted AS,,,Completed
16-11-2020,2019,TRP,TC Energy Corp,13255.0,14427861.0,1088.4844209732178,TransCanada Turbines Ltd,John Wood Group PLC,67.0,,Completed
09-11-2020,2019,CIVI,Civitas Resources Inc,313.22,111082.0582,354.64548304705954,HighPoint Resources Corp,,9.45,,Completed
02-11-2020,2019,POR,General Electric Co,2123.0,12954658.54,6102.053009891662,North American Land Rod Lift business,Schlumberger NV,,,Completed
19-10-2020,2019,COP,ConocoPhillips,32567.0,9752666.3840225,299.4646846200909,Concho Resources Inc,,13290.68,,Completed
15-10-2020,2019,HON,Honeywell International Inc,36709.0,1090292.652,29.700963033588494,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Ballard Power Systems Inc,,,Completed
13-10-2020,2019,ADN,Advent Technologies Holdings I,0.0,2441.050822,,Advent Technologies Inc,,158.0,,Completed
09-10-2020,2019,GNRC,Generac Holdings Inc,2204.336,68034.07116,30.86374815817553,Enbala Power Networks Inc/Canada,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,Completed
07-10-2020,2019,HON,Honeywell International Inc,36709.0,1090292.652,29.700963033588494,Rocky Research,,,,Completed
05-10-2020,2019,AMSC,American Superconductor Corp,56.207,102867.1589,1830.1485384382727,Northeast Power Systems Inc,,37.15,,Completed
29-09-2020,2019,NEE,NextEra Energy Inc,19204.0,45652569.37,2377.2427291189333,"GridLiance GP LLC,GridLiance Holdco LP",Blackstone Inc,660.0,,Completed
28-09-2020,2019,DVN,Devon Energy Corp,6220.0,2610322.68,419.66602572347267,WPX Energy Inc,,5951.7,14.07,Completed
18-09-2020,2019,SND,Smart Sand Inc,233.073,39479.703,169.38771543679448,Oil & Gas Proppants Segment/Eagle Materials Inc,Eagle Materials Inc,2.0,,Completed
10-09-2020,2019,NOG,Northern Oil and Gas Inc,472.401,218113.1242,461.7118172908186,Non operated interests/Dealware,,,,Completed
02-09-2020,2019,OVV,Ovintiv Inc,6726.0,5956212.0,885.5504014272971,Partitioned Duvernay Position,PetroChina International Canada Trading Ltd,,,Completed
25-08-2020,2019,SOL,Emeren Group Ltd,119.117,21994.748301000003,184.6482727150617,Solar projects & accounts receivable/US,,3.8,,Completed
18-08-2020,2019,AEP,American Electric Power Co Inc,15561.4,32656881.9602,2098.5825157248064,Desert Sky & Trent Mesa wind facilities,Invenergy Renewables LLC,,,Completed
17-08-2020,2019,D,Dominion Energy Inc,14401.0,25578454.269471463,1776.1582021714785,62.5 MW Madison Solar generating facility/Virginia,Cypress Creek Renewables LLC,,,Completed
06-08-2020,2019,CMS,CMS Energy Corp,6624.0,13509175.08,2039.4286050724638,525 MW Aviator Wind project,Ares Management Corp,,,Completed
30-07-2020,2019,CMS,CMS Energy Corp,6624.0,13509175.08,2039.4286050724638,Aviator Wind Energy Project,Ares Management LLC,,,Completed
27-07-2020,2019,CNX,CNX Resources Corp,1602.446,600510.1579,374.7459558075592,CNX Midstream Partners LP,,323.69,2.88,Completed
24-07-2020,2019,NRG,NRG Energy Inc,9821.0,21083619.3151,2146.789462895835,Direct Energy LP,Centrica PLC,3625.0,,Completed
23-07-2020,2019,COP,ConocoPhillips,32567.0,9752666.3840225,299.4646846200909,Monetary acreage,Kelt Exploration Ltd,390.0,,Completed
21-07-2020,2019,ORA,Ormat Technologies Inc,746.044,380838.1505,510.4767956045488,Pomona Energy storage facility/Los Angeles,AltaGas Ltd,47.0,,Completed
20-07-2020,2019,CVX,Chevron Corp,139865.0,30076970.713,215.0428678582919,Noble Energy Inc,,12680.6,,Completed
20-07-2020,2019,WEC,WEC Energy Group Inc,7523.1,22141602.72,2943.1487977030743,260.9-MW Blooming Grove Wind Energy Center,Invenergy LLC,,,Completed
07-07-2020,2019,RUN,Sunrun Inc,858.578,25437.109,29.6270216567394,Vivint Solar Inc,,2865.31,,Completed
04-06-2020,2019,SMHI,SEACOR Marine Holdings Inc,174.453,3465.727892,19.866255621858034,SEACOSCO Offshore LLC,COSCO SHIPPING Holdings Co Ltd,3.63,,Completed
18-05-2020,2019,FTK,Flotek Industries Inc,119.353,1501.084826,12.576850401749432,JP3 Measurement LLC,,34.47,,Completed
07-05-2020,2019,PLUG,Plug Power Inc,229.975,7545.153858,32.8085829242309,"Giner Elx Inc,United Hydrogen Group Inc",,,,Completed
