Company Name,Ticker
"Schlumberger NV,Torxen Resources Ltd",Ticker not found
HomeServe PLC,Ticker not found
Engie SA,ENGI.PA
Global Partners LP/MA,Ticker not found
Exxon Mobil Corp,XOM
TAAT Global Alternatives Inc,TOBAF
Singlepoint Inc,SING
South Jersey Industries Inc,Ticker not found
Blackstone Inc,BX
ONEnergy Inc,OEG-H.V
Shenzhen Energy Group Co Ltd,000027.SZ
Altus Strategies PLC,Ticker not found
Singlepoint Inc,SING
Banpu PCL,NVAC.F
Public Service Enterprise Group Inc,PEG
American Midstream Partners LP,AMID
Carbon Energy Corp,CRBO
World Kinect Corp,WKC
Koios Beverage Corp,FITSF
Bakken Water Transfer Services Inc,BWTX
PDC Energy Inc,Ticker not found
SK Inc,SKLZ
Falck Renewables SpA,Ticker not found
Petrogress Inc,Ticker not found
International Petroleum Corp,IPCO.TO
American Superconductor Corp,AMSC
Phillips 66 Partners LP,Ticker not found
Sprague Resources LP,Ticker not found
SMG Industries Inc,SMGI
Intelligent Highway Solutions Inc,Ticker not found
Itron Inc,ITRI
Elk Petroleum Ltd,Ticker not found
Tortoise Energy Infrastructure Corp,TYG
Perkins Oil & Gas Inc,Ticker not found
Enable Midstream Partners LP,Ticker not found
Provaris Energy Ltd,PV1.AX
Manitok Energy Inc,MKRYF
Alternet Systems Inc,ALYI
Mosman Oil & Gas Ltd,Ticker not found
ALLETE Inc,ALE
Singlepoint Inc,SING
Canadian Natural Resources Ltd,CRC.BE
Patterson-UTI Energy Inc,PTEN
MPLX LP,MPLX
Algonquin Power & Utilities Corp,Ticker not found
Colas SA,Ticker not found
NCS Multistage Holdings Inc,MUH0.BE
Forum Energy Technologies Inc,FET
Trinidad Drilling Ltd,Ticker not found
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Ticker not found
Chesapeake Utilities Corp,CPK
Bakken Water Transfer Services Inc,BWTX
Sempra,SRE
Alta Mesa Resources Inc,Ticker not found
US Silica Holdings Inc,Ticker not found
Ngen Technologies Holdings Cor,Ticker not found
Ranger Energy Services Inc,RNGR
Tidewater Midstream and Infrastructure Ltd,TWMIF
Ikkuma Resources Corp,Ticker not found
Pond Technologies Holdings Inc,4O0.F
Tidewater Midstream and Infrastructure Ltd,TWMIF
Husky Energy Inc,Ticker not found
Nabors Industries Ltd,NBR
Genie Energy Ltd,0IUS.L
"Public Sector Pension Investment Board,Pattern Energy Group Inc",Ticker not found
Holly Energy Partners LP,Ticker not found
Holly Energy Partners LP,Ticker not found
American Midstream Partners LP,AMID
American Security Resources Corp,Ticker not found
"Whitebark Energy Ltd,Point Loma Resources Ltd",Ticker not found
Andeavor,Ticker not found
CrossAmerica Partners LP,CAPL
Tallgrass Energy Partners LP,Ticker not found
Clearway Energy Inc,CWEN
Shell Midstream Partners LP,Ticker not found
Dominion Energy Inc,D
Chesapeake Utilities Corp,CPK
Dominion Energy Inc,D
Genesis Energy LP,GEL
EQT RE Merger Sub Inc,Ticker not found
AMF Hawaii Investments LLC,Ticker not found
American Patriot Oil & Gas Ltd,Ticker not found
"Goldman Sachs BDC Inc,Tennenbaum Capital Partners LLC (Fund: Tennenbaum Special Situations Fund IX LLC)",Ticker not found
Ranger Oil Corp,Ticker not found
ITOCHU Corp,8001.T
Brookfield Business Partners LP,BBU-UN.TO
Tallgrass Energy LP,Ticker not found
Eagle Materials Inc,EXP
Petro Welt Technologies AG,Ticker not found
Kaishan Group Co Ltd,300257.SZ
Tallgrass Energy LP,Ticker not found
China Titans Energy Technology Group Co Ltd,2188.HK
Unnamed Buyer,Ticker not found
Andeavor Logistics LP,Ticker not found
Quanta Services Inc,PWR
Teledyne Technologies Inc,TDY
Greenbriar Sustainable Living,GEBRF
Select Water Solutions Inc,WTTR
Acciona SA,ANA.VI
Abraxas Petroleum Corp,Ticker not found
Targa Resources Corp,TRGP
Saturn Oil & Gas Inc,Ticker not found
Aboitiz Power Corp,ABZPY
Getty Realty Corp,GTY
Solar Alliance Energy Inc,SAENF
Paramount Resources Ltd,POU.TO
Paramount Resources Ltd,POU.TO
Vistra Corp,VST
RHYS Resources Ltd,Ticker not found
Black Stone Minerals LP,Ticker not found
Forum Energy Technologies Inc,FET
Halliburton Co,HAL
NGL Energy Partners LP,NGL
"State Street Corp,Management Group,Ontario Teachers' Pension Plan Board,BlackRock Inc,Warburg Pincus LLC (Fund: Warburg Pincus Private Equity X LP),ARC Financial Corp (Fund: ARC Energy Fund 6 LP)",Ticker not found
Shell PLC,SHEL
Titan Energy LLC,Ticker not found
Carrizo Oil & Gas Inc,Ticker not found
Alto Ingredients Inc,ALTO
Enel SpA,ENEL.MI
RHC Helium Ltd,Ticker not found
Nexera Energy Inc,EMBYF
EQT Corp,EQT
Occidental Petroleum Corp,OXY
Enerflex Ltd,7EX.F
Lonestar Resources US Inc,Ticker not found
AlumiFuel Power Corp,AFPW
Kirby Corp,KEX
SemGroup Corp,Ticker not found
Tenth Avenue Petroleum Corp,TPC.V
USD Partners LP,USDP
Eversource Energy,NU
Cardinal Energy Ltd,CJ.TO
Lonestar Resources US Inc,Ticker not found
Valaris plc,Ticker not found
Shell PLC,SHEL
Crius Energy Trust,Ticker not found
Denbury Inc,Ticker not found
Engie SA,ENGI.PA
DTE Energy Co,DTE
John Wood Group PLC,WG.L
Abraxas Petroleum Corp,Ticker not found
Bow Energy Ltd,Ticker not found
Mosman Oil & Gas Ltd,Ticker not found
"Crestwood Equity Partners LP,First Reserve Corp (Fund: FR DGE III Co-Investment LP)",Ticker not found
Singlepoint Inc,SING
Fortem Resources Inc,Ticker not found
Helmerich & Payne Inc,Ticker not found
L3 Technologies Inc,LHX
Energy Transfer Operating LP,Ticker not found
NexTier Oilfield Solutions Inc,Ticker not found
Tallgrass Energy Partners LP,Ticker not found
"JPMorgan Chase & Co,Novatus Energy LLC",Ticker not found
Secure Waste Infrastructure Co,SES.TO
Pieridae Energy Ltd,Ticker not found
WildHorse Resource Development Corp,Ticker not found
Clean Harbors Inc,CLH
Questerre Energy Corp,QEC.TO
Quantum Energy Inc,QREE
Enviva Inc,Ticker not found
Via Renewables Inc,VIASP
ESCO Technologies Inc,ESE
Telephone and Data Systems Inc,TDS
Diversified Energy Co PLC,DEC
Mosman Oil & Gas Ltd,Ticker not found
Centrica PLC,CNA.L
NV5 Global Inc,NVEE
NOV Inc,NVAX
Zenergy Brands Inc,Ticker not found
Pulse Oil Corp,PUL.V
XPLR Infrastructure LP,XIFR
Pembina Pipeline Corp,PPL.TO
Exxon Mobil Corp,XOM
Manitok Energy Inc,MKRYF
Permian Resources Corp,PR
Entergy Corp,ETR
Green Plains Inc,GPRE
Drax Group PLC,DRXGY
Chord Energy Corp,CHRD
CMC Materials KMG Corp,Ticker not found
Dynegy Inc,DYN
Dynegy Inc,DYN
Cardinal Energy Group Inc,Ticker not found
Brookfield Business Partners LP,BBU-UN.TO
Surge Energy Inc,ZPTAF
Razor Energy Corp,RZREF
Parkland Corp,PF6.DU
Source Energy Services Ltd,S4O0.F
Fortem Resources Inc,Ticker not found
Secure Waste Infrastructure Co,SES.TO
Blackstone Inc,BX
Emerge Energy Services LP,Ticker not found
PBF Logistics LP,Ticker not found
Capital Power Corp,CPX.TO
Enghouse Systems Ltd,EGHSF
Dominion Energy Inc,D
NuStar Energy LP,Ticker not found
Fortem Resources Inc,Ticker not found
Verde Bio Holdings Inc,Ticker not found
Southern Co/The,Ticker not found
Seven & i Holdings Co Ltd,Ticker not found
Unit Corp,ACU
US Silica Holdings Inc,Ticker not found
Hyduke Energy Services Inc,Ticker not found
"BP PLC,EIDP Inc",Ticker not found
Carlyle Group Inc/The,Ticker not found
Western Midstream Operating LP,Ticker not found
Cenovus Energy Inc,CVE
"Apollo Asset Management Inc (Fund: Apollo Natural Resources Partners II LP),Chisholm Oil & Gas LLC",Ticker not found
Stampede Drilling Inc,SDI.V
Osaka Gas Co Ltd,OSA.BE
American Electric Power Co Inc,AEP
Mammoth Energy Services Inc,TUSK
China Petroleum & Chemical Corp,Ticker not found
China Petroleum & Chemical Corp,Ticker not found
Trican Well Service Ltd,TCW.TO
Gastar Exploration Inc,Ticker not found
Marathon Oil Corp,Ticker not found
Journey Energy Inc,17J.F
AusTex Oil Ltd,Ticker not found
Mammoth Energy Services Inc,TUSK
Australian Oil Co Ltd,21K0.SG
Brand Energy Inc,Ticker not found
Painted Pony Energy Ltd,Ticker not found
Sprague Resources LP,Ticker not found
Kleangas Energy Technologies Inc,Ticker not found
Enterprise Products Partners LP,EPD
Windfall Geotek Inc,WINKF
Spectra Energy Partners LP,Ticker not found
NextDecade Corp,NEXT
Spectra Energy Partners LP,Ticker not found
Chill Brands Group PLC,Ticker not found
One World Lithium Inc,OWRDF
Canadian Natural Resources Ltd,CRC.BE
"Canadian Natural Resources Ltd,Shell PLC",BTC-USD
Marathon Oil Corp,Ticker not found
Brookfield Corp,BN
Brookfield Corp,BN
Extreme Networks Inc,EXTR
Resolute Energy Corp,Ticker not found
TAAT Global Alternatives Inc,TOBAF
Blende Silver Corp,CA09352R1055.SG
Diamondback Energy Inc,FANG
Foremost Clean Energy Ltd,FAT.CN
Valaris plc,Ticker not found
MPLX LP,MPLX
BP PLC,BP
Hyduke Energy Services Inc,Ticker not found
Pledge Petroleum Corp,Ticker not found
Egide SA,0OJ4.L
NEL ASA,NEL.OL
"AES Corp/The,Alberta Investment Management Corp",Ticker not found
Diversified Energy Co PLC,DEC
Dynegy Inc,DYN
Hi-Crush Inc,Ticker not found
Hi-Crush Inc,Ticker not found
WildHorse Resource Development Corp,Ticker not found
Pipestone Energy Corp,Ticker not found
Strad Inc,Ticker not found
PetroGas Co,PTCO
Virtus Oil and Gas Corp,Ticker not found
Power Metals Corp,PWM.V
SandRidge Energy Inc,SD
Capital Power Corp,CPX.TO
Strad Inc,Ticker not found
Prairie Provident Resources Inc,09N.F
Petrus Resources Ltd,PRQ.TO
Superior Plus Corp,SPB.TO
Superior Plus Corp,SPB.TO
MPLX LP,MPLX
"Plains All American Pipeline LP,Noble Midstream Partners LP",Ticker not found
Spire Inc,SR
EQT Corp,EQT
Blacksteel Energy Inc,Ticker not found
Parsley Energy Inc,Ticker not found
Kleangas Energy Technologies Inc,Ticker not found
Maha Energy AB,MAHA-A.ST
Pipestone Energy Corp,Ticker not found
Eros Resources Corp,EROSF
Australian Oil Co Ltd,21K0.SG
Mitsui & Co Ltd,Ticker not found
Brenntag SE,BNRD.XC
"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH",MUFG
ONEOK Inc,OKE
WEC Energy Group Inc,WEC
EV Energy Partners LP,Ticker not found
Broadwind Inc,BWEN
PetroGas Co,PTCO
Targa Resources Corp,TRGP
Enbridge Inc,ENB
Power Metals Corp,PWM.V
Nostra Terra Oil & Gas Co PLC,Ticker not found
"Apollo Asset Management Inc (Fund: Apollo Natural Resources Partners II LP),PPM America Inc (Fund: PPM America Private Equity Fund VI LP)",Ticker not found
AltaGas Ltd,ALA.TO
PetroGas Co,PTCO
Plains All American Pipeline LP,Ticker not found
Cardinal Energy Ltd,CJ.TO
Sprague Resources LP,Ticker not found
Point Loma Resources Ltd,Ticker not found
Targa Resources Corp,TRGP
Consolidated Edison Inc,ED
Consolidated Edison Inc,ED
Valero Energy Partners LP,Ticker not found
Banpu PCL,NVAC.F
Exxon Mobil Corp,XOM
Noble Energy Inc,Ticker not found
Cassiar Gold Corp,756.SG
Global Unicorn Holdings Inc,Ticker not found
"Mesquite Energy Inc,Blackstone Inc (Fund: Blackstone Energy Partners II LP)",Ticker not found
WPX Energy Inc,Ticker not found
Parsley Energy Inc,Ticker not found
Parsley Energy Inc,Ticker not found
Enel SpA,ENEL.MI
Alpine 4 Holdings Inc,ALPP
Duke Energy Corp,DUK
Forum Energy Technologies Inc,FET
Innovex International Inc,INVX
Helios Energy Ltd,Ticker not found
Ballard Power Systems Inc,BLDP
DCP Midstream LP,Ticker not found
Antero Resources Corp,AR
McCoy Global Inc,MCB.TO
Pason Systems Inc,3PS.F
Tallgrass Energy Partners LP,Ticker not found
Ormat Technologies Inc,ORA
Elk Petroleum Ltd,Ticker not found
Sprague Resources LP,Ticker not found
PDC Energy Inc,Ticker not found
Eolus Vind AB,EOLU-B.ST
Razor Energy Corp,RZREF
GlyEco Inc,Ticker not found
Sundance Energy Inc,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
Pure Technologies Ltd,Ticker not found
Strikepoint Gold Inc,SKP.V
2invest AG,2INV.F
NGL Energy Partners LP,NGL
Atmos Energy Corp,ATO
Rosehill Resources Inc,Ticker not found
Tidewater Midstream and Infrastructure Ltd,TWMIF
Boralex Inc,BLX.TO
Eden Innovations Ltd,EDE.XA
Caterpillar Inc,CAT
Diamondback Energy Inc,FANG
Gulfport Energy Operating Corp,G2U0.MU
Athabasca Oil Corp,ATH.TO
FuelCell Energy Inc,FCEL
Patterson-UTI Energy Inc,PTEN
Callon Petroleum Co,Ticker not found
Matrix Service Co,MTRX
Precision Drilling Corp,CA74022D4075.SG
PetroGas Co,PTCO
Inter Pipeline Ltd,Ticker not found
New Energy Solar Ltd,Ticker not found
Steel Partners Holdings LP,SPLP-PA
Norris Industries Inc,NRIS
Teledyne Technologies Inc,TDY
TransGlobe Energy Corp,Ticker not found
Imperial Equities Inc,IEI.V
EV Technology Group Ltd,Ticker not found
Standard Lithium Ltd,SLI
Wellstar Energy Corp,Ticker not found
Quaker Chemical Corp,KWR
West Texas Resources Inc,WTXR
Nostra Terra Oil & Gas Co PLC,Ticker not found
Permian Resources Corp,PR
Raging River Exploration Inc,Ticker not found
Bionovate Technologies Corp,BIIO
Total Energy Services Inc,TOT.TO
Baytex Energy Corp,BTE
Baytex Energy Corp,BTE
Energy Transfer Operating LP,Ticker not found
Andeavor Logistics LP,Ticker not found
Concho Resources Inc,Ticker not found
Andeavor Logistics LP,Ticker not found
Public Service Enterprise Group Inc,PEG
PetroShare Corp,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
ALLETE Inc,ALE
Andeavor,Ticker not found
Spartan Energy Corp,Ticker not found
Southern Co/The,Ticker not found
Empresas Copec SA,COPEC.SN
CNX Midstream Partners LP,Ticker not found
SM Energy Co,SM
Claren Energy Corp,CEN-H.V
Mosman Oil & Gas Ltd,Ticker not found
Concho Resources Inc,Ticker not found
Emerson Electric Co,EMR
Black Hills Corp,BKH
Boralex Inc,BLX.TO
Genie Energy Ltd,0IUS.L
Tamarack Valley Energy Ltd,TVE.TO
Tecogen Inc,TGEN
Petrocapita Income Trust,Ticker not found
Teledyne Technologies Inc,TDY
Crown Castle Inc,CCI
Occidental Petroleum Corp,OXY
Dominion Energy Midstream Partners LP,Ticker not found
HollyFrontier Corp,Ticker not found
Archrock Partners LP,Ticker not found
CenterPoint Energy Inc,CNP
NextEra Energy Inc,NEE
General Electric Co,POR
Southern Co/The,Ticker not found
Parkland Corp,PF6.DU
Parkland Corp,PF6.DU
ETP Legacy LP,Ticker not found
EQT Corp,EQT
EQT Corp,EQT
American Midstream Partners LP,AMID
Carrizo Oil & Gas Inc,Ticker not found
Tourmaline Oil Corp,TOU.TO
NuStar Energy LP,Ticker not found
Oceaneering International Inc,OII
Three Sixty Solar Ltd,VSOLF
Dundee Corp,DDEJF
SM Energy Co,SM
Chord Energy Corp,CHRD
Braille Energy Systems Inc,BES.V
Premier Products Group Inc,PMPG
Delek US Holdings Inc,DK
Innovex International Inc,INVX
Zenergy Brands Inc,Ticker not found
"ITOCHU Corp,Kansai Electric Power Co Inc/The,Tokyo Gas Co Ltd",Ticker not found
RSP Permian Inc,Ticker not found
EQM Midstream Partners LP,Ticker not found
CIRCOR International Inc,Ticker not found
Lilis Energy Inc,Ticker not found
Pulse Oil Corp,PUL.V
Brenntag SE,BNRD.XC
Kingdom Resources LLC,Ticker not found
Sunoco LP,SUN
Phillips 66 Partners LP,Ticker not found
Calpine Corp,Ticker not found
Asra Minerals Ltd,Ticker not found
Expro Group Holdings NV,FK2.DU
Sempra,SRE
Evolve Transition Infrastructu,Ticker not found
Claritas Pharmaceuticals Inc,Ticker not found
"Infratil Ltd,New Zealand Superannuation Fund Nominees Ltd",Ticker not found
Carbon Energy Corp,CRBO
Resolute Energy Corp,Ticker not found
Select Sands Corp,SLSDF
Urban Communications Inc,Ticker not found
Green Plains Inc,GPRE
"CNX Resources Corp,CONSOL Coal Resources LP",Ticker not found
AMF Hawaii Investments LLC,Ticker not found
Noble Group Ltd,Ticker not found
Perisson Petroleum Corp,Ticker not found
Manitok Energy Inc,MKRYF
New Jersey Resources Corp,NJR
Spartan Delta Corp,4YJ0.MU
Empire Petroleum Partners LP,Ticker not found
EQT RE Merger Sub Inc,Ticker not found
TC Energy Corp,TRP
DTE Energy Co,DTE
Energy Transfer Operating LP,Ticker not found
EQT RE Merger Sub Inc,Ticker not found
Green Plains Partners LP,Ticker not found
Pattern Energy Group Inc,Ticker not found
Power Metals Corp,PWM.V
Petrolia Energy Corp,BBLSQ
Ngen Technologies Holdings Cor,Ticker not found
Holly Energy Partners LP,Ticker not found
AbraSilver Resource Corp,ABRA.V
Electricite de France SA,Ticker not found
Anderson Energy Inc,Ticker not found
Western Refining Logistics LP,Ticker not found
NRG Energy Inc,NRG
Clariant AG,CLN.SW
Patterson-UTI Energy Inc,PTEN
ITOCHU Corp,8001.T
American Energy Partners Inc,AEPT
"Marubeni Corp,Sumitomo Corp,Arctic Slope Regional Corp,Prudential Capital Partners,Ullico Inc (Fund: Ullico Infrastructure Fund LP)",Ticker not found
TotalEnergies SE,TTE
Brenntag SE,BNRD.XC
Duke Energy Corp,DUK
Enbridge Inc,ENB
EOG Resources Inc,EOG
Callon Petroleum Co,Ticker not found
Barkerville Gold Mines Ltd,Ticker not found
Schlumberger NV,Ticker not found
Andeavor,Ticker not found
Tubos Reunidos SA,0KD2.L
Southern Co/The,Ticker not found
Camber Energy Inc,CEIN
Empresas Copec SA,COPEC.SN
High Arctic Energy Services Inc,HGHAF
Southern Co/The,Ticker not found
"Magnolia Petroleum PLC,CIC Partners LP (Fund: CIC III LP)",Ticker not found
GCL Technology Holdings Ltd,3GY.MU
Korea Electric Power Corp,KEP.BA
Tenaz Energy Corp,7F4.SG
Chevron Corp,CVX
Phillips 66 Partners LP,Ticker not found
PDC Energy Inc,Ticker not found
Valero Energy Partners LP,Ticker not found
Parkland Corp,PF6.DU
Green Plains Inc,GPRE
Korea Electric Power Corp,KEP.BA
Marquee Energy Ltd,Ticker not found
Jones Energy Inc,Ticker not found
M3 Metals Corp,X0V.HA
AlumiFuel Power Corp,AFPW
Shell PLC,SHEL
Concho Resources Inc,Ticker not found
Parsley Energy Inc,Ticker not found
Hydro One Ltd,8H1.SG
Shell PLC,SHEL
Superbox Inc,SBOX
Hi-Crush Inc,Ticker not found
Clearway Energy Inc,CWEN
Exelon Corp,EXC
"Alberta Teachers' Retirement Fund Board,Manulife Financial Corp (Fund: Hancock Timberland XII LP),Axium Infrastructure Inc (Fund: Axium Infrastructure NA IV LP)",Ticker not found
Inter Pipeline Ltd,Ticker not found
SM Energy Co,SM
Jericho Energy Ventures Inc,JLM.BE
Jones Energy Inc,Ticker not found
S&P Global Inc,Ticker not found
Spartan Energy Corp,Ticker not found
"Galway Metals Inc,2520885 Ontario Inc",Ticker not found
Tellurian Inc,Ticker not found
Alpek SAB de CV,ALPEKA.MX
US Silica Holdings Inc,Ticker not found
VAALCO Energy Inc,EGY
Tesla Inc,TSLA
Transocean Ltd,RIG
Antero Resources Corp,AR
Mid-Con Energy Partners LP,Ticker not found
CES Energy Solutions Corp,CEU.TO
Berkshire Hathaway Inc,BRK-B
Flotek Industries Inc,FTK
Exelon Corp,EXC
Globus Medical Inc,GMED
Duke Energy Corp,DUK
Royale Energy Inc,ROYL
TORC Oil & Gas Ltd,Ticker not found
Blueknight Energy Partners LP,Ticker not found
Pantheon Resources PLC,P3K.MU
US Silica Holdings Inc,Ticker not found
CrossAmerica Partners LP,CAPL
Vital Energy Inc,VTLE
Cronos Group Inc,CRON
Norris Industries Inc,NRIS
Vulcan Minerals Inc,VM3.F
Diamondback Energy Inc,FANG
Pilgrim Petroleum Corp,PGPM
Strad Inc,Ticker not found
Secure Waste Infrastructure Co,SES.TO
Valero Energy Corp,VLO
Plains All American Pipeline LP,Ticker not found
Southern Co/The,Ticker not found
Southern Co/The,Ticker not found
Permian Resources Corp,PR
Keyera Corp,KEY.TO
Cleanspark Inc,CLSK
Southern Co/The,Ticker not found
Southern Co/The,Ticker not found
Seven Generations Energy Ltd,Ticker not found
M3 Metals Corp,X0V.HA
XPLR Infrastructure LP,XIFR
Southern Co/The,Ticker not found
Andeavor Logistics LP,Ticker not found
TORC Oil & Gas Ltd,Ticker not found
Mirion Technologies US Inc,Ticker not found
Oaktree Capital Group LLC,OAK-PA
Southern Co/The,Ticker not found
Veren Inc,VRN
Petroteq Energy Inc,PQEFF
Spartan Energy Corp,Ticker not found
Manitok Energy Inc,MKRYF
MDU Resources Group Inc,MDU
ITOCHU Corp,8001.T
Andeavor,Ticker not found
Enterprise Products Partners LP,EPD
RB Global Inc,RBA
Nippon Sanso Holdings Corp,4091.T
Freedom Energy Inc,Ticker not found
Arsenal Energy Inc,Ticker not found
World Kinect Corp,WKC
Sunoco LP,SUN
"Wartsila OYJ Abp,Unnamed Buyer",Ticker not found
Commander Resources Ltd,CMD.V
Cheetah Canyon Resources Corp,CRRDF
QEP Resources Inc,Ticker not found
Birchcliff Energy Ltd,BIR.TO
Tokyo Gas Co Ltd,TKGSY
ITOCHU Corp,8001.T
Marathon Oil Corp,Ticker not found
Tamarack Valley Energy Ltd,TVE.TO
NextEra Energy Inc,NEE
BIOX Corp,Ticker not found
WSP Global Inc,WSP.TO
Bellatrix Exploration Ltd,Ticker not found
BlackRock Inc,BLK
Dynegy Inc,DYN
Pioneer Natural Resources Co,Ticker not found
Par Pacific Holdings Inc,PARR
Quanta Services Inc,PWR
Antero Resources Corp,AR
EF EnergyFunders Ventures Inc,EFVIF
Gear Energy Ltd,0GY.DU
ITOCHU Corp,8001.T
Arrow Exploration Corp,C1JT.F
Schlumberger NV,Ticker not found
TAAT Global Alternatives Inc,TOBAF
Raging River Exploration Inc,Ticker not found
NOV Inc,NVAX
Evergy Inc,EVRG
SemGroup Corp,Ticker not found
PetroShare Corp,Ticker not found
Foothills Exploration Inc,FTXP
SV Propellus Inc,Ticker not found
Carolina Rush Corp,PUCCF
Singlepoint Inc,SING
"State Street Corp,Allianz Capital Partners GmbH",Ticker not found
Parsley Energy Inc,Ticker not found
Lincoln Ventures Ltd,Ticker not found
INNOVATE Corp,VATE
Sienna Resources Inc,SIE.V
Spartan Energy Corp,Ticker not found
Novanta Inc,NOVT
Perisson Petroleum Corp,Ticker not found
Chill Brands Group PLC,Ticker not found
PetroFrontier Corp,PFRRF
Chung-Hsin Electric & Machinery Manufacturing Corp,Ticker not found
POET Technologies Inc,POET
Range Resources Corp,RRC
Lomiko Metals Inc,LMR.V
TeraGo Inc,TRAGF
Vulcan Minerals Inc,VM3.F
Whitecap Resources Inc,WCP.TO
Engie SA,ENGI.PA
Cerro de Pasco Resources Inc,N8HP.F
Hansen Technologies Ltd,H2T.F
Sky Solar Holdings Ltd,Ticker not found
American Lithium Corp,AMLI
Premier Holding Corp,Ticker not found
Power Metallic Mines Inc,PNPN.V
Ovintiv Exploration Inc,Ticker not found
Firan Technology Group Corp,22F.SG
7-Eleven Malaysia Holdings Bhd,Ticker not found
Phillips 66 Partners LP,Ticker not found
Via Renewables Inc,VIASP
Via Renewables Inc,VIASP
Teledyne Technologies Inc,TDY
Phillips 66 Partners LP,Ticker not found
SRC Energy Inc,Ticker not found
Life Clips Inc,Ticker not found
FUCHS SE,FPE3D.XC
EQT Corp,EQT
Secure Waste Infrastructure Co,SES.TO
Revolution Lighting Technologies Inc,Ticker not found
Duke Energy Corp,DUK
Exelon Corp,EXC
Sundance Energy Inc,Ticker not found
DNOW Inc,DNOW
Memorial Production Partners LP,Ticker not found
Forum Energy Technologies Inc,FET
Suncor Energy Inc,SU
Schlumberger NV,Ticker not found
Spire Inc,SR
"Power Assets Holdings Ltd,CK Infrastructure Holdings Ltd",Ticker not found
American Midstream Partners LP,AMID
American Midstream Partners LP,AMID
ITOCHU Corp,8001.T
Electricite de France SA,Ticker not found
Black Stone Minerals LP,Ticker not found
Mineral Hill Industries Ltd,MLN.F
Parkland Corp,PF6.DU
Callon Petroleum Co,Ticker not found
Banpu PCL,NVAC.F
"Callon Petroleum Co,TRP Energy LLC",Ticker not found
Sunoco LP,SUN
EnerSys,FDN.BE
Sunoco LP,SUN
Teledyne Technologies Inc,TDY
Xcel Energy Inc,XEL
Hanwha Q CELLS Co Ltd/old,Ticker not found
Kelt Exploration Ltd,KEL.TO
John Wood Group PLC,WG.L
Teledyne Technologies Inc,TDY
Duke Energy Corp,DUK
National Grid PLC,NGG
Parsley Energy Inc,Ticker not found
Plains All American Pipeline LP,Ticker not found
Former Charter Communications Parent Inc,Ticker not found
First Colombia Gold Corp,FCGD
TravelCenters of America Inc,Ticker not found
WPX Energy Inc,Ticker not found
Enerpac Tool Group Corp,EPAC
Valero Energy Partners LP,Ticker not found
Hastings Equity Partners LLC,Ticker not found
Schlumberger NV,Ticker not found
Aemetis Inc,AMTX
Geo-Jade Petroleum Corp,600759.SS
Manulife Financial Corp,MFC
TC Energy Corp,TRP
Pembina Pipeline Corp,PPL.TO
MPLX LP,MPLX
"Macquarie Group Ltd,HA Sustainable Infrastructure",Ticker not found
Parkland Corp,PF6.DU
ION Geophysical Corp,Ticker not found
Amazing Energy Oil and Gas Co,Ticker not found
"Alimentation Couche-Tard Inc,Parkland Corp/Canada,Seven & i Holdings Co Ltd,Wilson Fuel Co Ltd,Le Groupe Harnois Inc",Ticker not found
KJ Energy LLC,Ticker not found
Energold Drilling Corp,EGDFF
Southern Co/The,Ticker not found
Manitok Energy Inc,MKRYF
Nibe Industrier AB,NIBE-B.ST
Verde Bio Holdings Inc,Ticker not found
West Texas Resources Inc,WTXR
TravelCenters of America Inc,Ticker not found
"Dynegy Inc,Energy Capital Partners LLC (Fund: Energy Capital Partners III LP)",Ticker not found
Engie SA,ENGI.PA
Western Midstream Operating LP,Ticker not found
Southern Co/The,Ticker not found
Arete Industries Inc,ARET
Virtus Oil and Gas Corp,Ticker not found
Edison International,EIX
Edison International,EIX
"NextEra Energy Resources LLC,XPLR Infrastructure LP",Ticker not found
Suncor Energy Inc,SU
Yuma Energy Inc,YUMAQ
World Kinect Corp,WFK.BE
Fortis Inc/Canada,Ticker not found
Algonquin Power & Utilities Corp,Ticker not found
Point Loma Resources Ltd,Ticker not found
Argus Worldwide Corp,ARGW
Clean Harbors Inc,CLH
Renewable Energy Group Inc,Ticker not found
Vertex Energy Inc,Ticker not found
Tourmaline Oil Corp,TOU.TO
PBF Logistics LP,Ticker not found
Tidewater Midstream and Infrastructure Ltd,TWMIF
Public Service Enterprise Group Inc,PEG
Zedcor Inc,ZDC.V
Carlyle Group Inc/The,Ticker not found
Wind Works Power Corp,WWPW
Blueknight Energy Partners LP,Ticker not found
Dominion Energy Inc,D
Bangchak Corp PCL,7BP.F
Petrolia Energy Corp,BBLSQ
Hydro One Ltd,8H1.SG
CenterPoint Energy Inc,CNP
Tarsier Ltd,TAER
Enbridge Inc,ENB
Murphy Oil Corp,MUR
Enservco Corp,ENSV
Quattro Exploration & Production Ltd,Ticker not found
Exelon Corp,EXC
Mitsubishi Corp,8058.T
Oaktree Capital Group LLC,OAK-PA
Sprague Resources LP,Ticker not found
Concho Resources Inc,Ticker not found
General Electric Co,POR
PetroShare Corp,Ticker not found
Altamira Gold Corp,T6UP.F
Meidu Energy Corp,Ticker not found
Consolidated Edison Inc,ED
