Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Price_Status
22-05-2019,OGE,OGE Energy Corp,AES Shady Point plant/Oklahoma,,,,Completed,2019-05-10,32.05,2019-06-03,32.56,Success
20-05-2019,NFTA.TA,Naphtha Israel Petroleum Corp Ltd,Isramco Inc,,393.08,11.61,Completed,2019-05-09,1648.38,2019-05-30,1755.69,Success
17-05-2019,DUK,Duke Energy Corp,100MW Lapetus Solar Energy Project,7x Energy Inc,,,Completed,2019-05-06,70.06,2019-05-28,68.95,Success
16-05-2019,PPP.V,Prospector Metals Corp,Perk-Rocky Copper-Gold Porphyry Project,,0.69,,Completed,2019-05-03,1.26,2019-05-27,1.8,Success
16-05-2019,GOSD.XD,Goldman Sachs Group Inc/The,134 MWp/100 MWac Mustang solar plant/California,Canadian Solar Inc,,,Completed,,,,,No valid trading days found
16-05-2019,CSIQ,Canadian Solar Inc,100-MW solar farm,Goldman Sachs Group Inc/The,,,Completed,2019-05-03,21.45,2019-05-28,17.77,Success
15-05-2019,ENGI.PA,Engie SA,Genbright LLC,,,,Completed,2019-05-03,9.54,2019-05-27,9.43,Success
15-05-2019,PF6.DU,Parkland Corp,KEN Bettridge Distributing Inc,,,,Completed,,,,,No valid trading days found
14-05-2019,NGL,NGL Energy Partners LP,Mesquite Disposals Unlimited LLC,Mesquite SWD Inc,892.5,,Completed,2019-05-03,10.83,2019-05-24,11.73,Success
14-05-2019,15A.SG,O3 Mining Inc,Alexandria Minerals Corp,,20.68,,Completed,,,,,No valid trading days found
13-05-2019,CEIN,Camber Energy Inc,Lineal Star Holdings LLC,,,,Completed,2019-05-02,19375.0,2019-05-23,12500.0,Success
13-05-2019,IWTNF,Iwatani Corp,4 hydrogen refueling stations/CA,Messer LLC,,,Completed,,,,,No valid trading days found
09-05-2019,OXY,Occidental Petroleum Corp,Anadarko Petroleum Corp,,55162.46,8.05,Completed,2019-04-26,54.18,2019-05-20,47.24,Success
08-05-2019,MPLX,MPLX LP,Andeavor Logistics LP,Marathon Petroleum Corp,10178.07,10.59,Completed,2019-04-26,17.6,2019-05-20,17.34,Success
08-05-2019,MPLX,MPLX LP,Andeavor Logistics LP,,3288.99,7.26,Completed,2019-04-26,17.6,2019-05-20,17.34,Success
07-05-2019,AXVEF,CDN Maverick Capital Corp,Journey Exploration Inc,,,,Completed,2019-04-26,1.26,2019-05-17,1.71,Success
06-05-2019,TTE,TotalEnergies SE,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Occidental Petroleum Corp,8800.0,,Completed,2019-04-25,38.89,2019-05-16,37.77,Success
06-05-2019,AMPY,Amplify Energy Corp,Amplify Energy Corp/TX,,484.75,5.09,Completed,2019-04-25,10.36,2019-05-16,7.2,Success
02-05-2019,SPB.TO,Superior Plus Corp,Sheldon Oil Co,,,,Completed,2019-04-18,8.13,2019-05-13,8.74,Success
02-05-2019,ATCO-B.ST,Atlas Copco AB,Mid South Engine & Power Systems LLC,,,,Completed,2019-04-18,57.8,2019-05-13,54.85,Success
01-05-2019,CWEN,Clearway Energy Inc,Tri Generation facility,Duquesne University of the Holy Spirit,107.0,,Completed,2019-04-18,12.11,2019-05-13,11.59,Success
01-05-2019,ORSTED.CO,Orsted AS,Development business/Coronal Energy,Coronal Energy,,,Completed,2019-04-17,466.01,2019-05-13,487.5,Success
01-05-2019,ULBI,Ultralife Corp,Southwest Electronic Energy Corp,,,,Completed,2019-04-18,10.93,2019-05-13,8.6,Success
29-04-2019,CPX.TO,Capital Power Corp,Goreway Power Station Holdings Inc,"Toyota Tsusho Corp,JERA Co Inc",726.79,,Completed,2019-04-18,22.49,2019-05-09,21.57,Success
29-04-2019,GNRC,Generac Holdings Inc,Pika Energy Inc,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,Completed,2019-04-18,55.02,2019-05-09,58.08,Success
29-04-2019,HLX,Helix Energy Solutions Group Inc,Hampton Inn & Suites Mystic,Hilton Worldwide Holdings Inc,,,Completed,2019-04-18,8.38,2019-05-09,7.48,Success
25-04-2019,0M1.F,Southern Energy Corp,Oil assets/MS,,16.5,,Completed,2019-04-12,0.08,2019-05-06,0.05,Success
24-04-2019,TGRO,Tiger Oil and Energy Inc,Matrix Oil Management Corp,,,,Completed,2019-04-12,0.0,2019-05-06,0.0,Success
23-04-2019,MUR,Murphy Oil Corp,Deep Water Gulf of Mexico oil assets,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375.0,,Completed,2019-04-12,24.13,2019-05-03,21.54,Success
22-04-2019,NOG,Northern Oil and Gas Inc,Williston Basin properties/Valorem Energy LLC,Valorem Energy LLC,295.0,,Completed,2019-04-11,23.0,2019-05-02,20.53,Success
17-04-2019,PQEFF,Petroteq Energy Inc,Operating rights/Utah,Petrollo LP Corp,13.0,,Completed,2019-04-05,0.32,2019-04-29,0.28,Success
17-04-2019,PNE.TO,Pine Cliff Energy Ltd,Oil & natural assets/Alberta,,6.44,,Completed,2019-04-05,0.2,2019-04-29,0.19,Success
17-04-2019,CAVR,CAVU Resources Inc,KushAmerica LLC,,,,Completed,2019-04-05,0.01,2019-04-29,0.0,Success
16-04-2019,TREAY,Terna Energy SA,200 MW wind farm/Texas,,310.0,,Completed,2019-04-05,6.21,2019-04-26,6.21,Success
16-04-2019,S5B.F,Aquila Holdings ASA,Axxis Geo Solutions AS/old,,,,Completed,2019-04-05,3.54,2019-04-26,5.0,Success
15-04-2019,SES.TO,Secure Waste Infrastructure Co,Crude oil storage facility/Cushing,,10.4,,Completed,2019-04-04,6.87,2019-04-25,6.83,Success
11-04-2019,REI,Ring Energy Inc,Northwest shelf assets/Texas,Wishbone Energy Partners LLC,275.86,,Completed,2019-03-29,5.87,2019-04-22,5.45,Success
04-04-2019,HGHAF,High Arctic Energy Services Inc,Snubbing Assets/Canada,Precision Drilling Corp,6.18,,Completed,2019-03-22,1.13,2019-04-15,1.16,Success
03-04-2019,6W8.F,Empire Petroleum Corp,"Oil & gas assets/North Dakota,Oil & gas assets/Montana",EnergyQuest II LLC,,,Completed,,,,,No valid trading days found
27-03-2019,DEC,Diversified Energy Co PLC,Gas producing assets/HG Energy II Appalachia LLC,HG Energy LLC,400.0,,Completed,,,,,No valid trading days found
27-03-2019,756.SG,Cassiar Gold Corp,Cassiar Gold Corp/BC,Wildsky Resources Inc,2.67,,Completed,,,,,No valid trading days found
27-03-2019,ENEL.MI,Enel SpA,Tradewind Energy Inc,,,,Completed,2019-03-15,3.82,2019-04-08,3.96,Success
21-03-2019,KLXE,KLX Energy Services Holdings Inc,"Tecton Energy Services Ltd,Red Bone Services LLC",,69.33,,Completed,2019-03-08,117.5,2019-04-01,131.9,Success
19-03-2019,GMPR,Gourmet Provisions Internation,Pizza Fusion Holdings Inc,Sun Pacific Holding Corp,,,Completed,2019-03-08,0.43,2019-03-29,0.3,Success
14-03-2019,ENEL.MI,Enel SpA,7 renewable plants/US,Enel Green Power SpA,256.0,,Completed,2019-03-01,3.71,2019-03-25,3.92,Success
11-03-2019,WM,Waste Management Inc,PetroWaste Environmental LP,Tailwater Capital LLC,,,Completed,2019-02-28,91.49,2019-03-21,92.6,Success
07-03-2019,NGG,National Grid PLC,Geronimo Energy LLC,"Enel SpA,Unknown Seller",100.0,,Completed,2019-02-22,40.77,2019-03-18,42.51,Success
01-03-2019,WTTR,Select Water Solutions Inc,Gregory Rockhouse Ranch Inc,,59.6,,Completed,2019-02-15,8.76,2019-03-11,9.65,Success
01-03-2019,WTTR,Select Water Solutions Inc,Pro-Well Testing & Wireline Inc,,12.4,,Completed,2019-02-15,8.76,2019-03-11,9.65,Success
01-03-2019,WTTR,Select Water Solutions Inc,Resource Water Transfer Services LP,,9.0,,Completed,2019-02-15,8.76,2019-03-11,9.65,Success
27-02-2019,ISUNQ,iSun Inc,Peck Electric Co,,,,Completed,,,,,No valid trading days found
26-02-2019,REI,Ring Energy Inc,North central basin platform assets/Texas,Wishbone Energy Partners LLC,291.26,,Completed,2019-02-15,6.29,2019-03-08,5.95,Success
26-02-2019,HESM,Hess Midstream LP,Tioga Gathering System crude oil & gas assets/Texas,Summit Midstream Partners LP,72.0,,Completed,2019-02-15,13.78,2019-03-08,14.14,Success
26-02-2019,SING,Singlepoint Inc,"AI Live Transfers LLC,Direct Solar LLC",,2.98,,Completed,,,,,No valid trading days found
22-02-2019,KLAC,KLA Corp,Microsense LLC,,,,Completed,2019-02-11,96.55,2019-03-04,107.43,Success
21-02-2019,MDMP,MDM Permian Inc,MDM Permian LLC,,,,Completed,2019-02-08,0.1,2019-03-04,0.1,Success
20-02-2019,15A.SG,O3 Mining Inc,Non-core assets/Osisko Mining Inc,Osisko Mining Inc,56.73,,Completed,,,,,No valid trading days found
20-02-2019,PTCO,PetroGas Co,Seabourn Oil Co LLC,,,,Completed,,,,,No valid trading days found
19-02-2019,PANW,Palo Alto Networks Inc,Demisto Inc,"Private Investor,Wipro Ventures Ltd (Fund: Wipro Venture Capital Fund),Slack Fund LLC,Accel Partners LP (Fund: Accel XIII LP),Greylock Partners (Fund: Greylock 15 LP),NextEra Energy Inc (Fund: Clearsky Security Fund I LLC)",560.0,,Completed,2019-02-08,37.44,2019-03-01,40.91,Success
19-02-2019,LGRDY,Legrand SA,Universal Electric Corp,,,,Completed,2019-02-08,10.56,2019-03-01,12.03,Success
18-02-2019,PXT.TO,Parex Resources Inc,CTM Coatings Inc,,,,Completed,2019-02-07,15.36,2019-02-28,16.45,Success
14-02-2019,GSFI,Green Stream Holdings Inc,Green Stream Finance Inc,,,,Completed,2019-02-01,2.65,2019-02-25,2.65,Success
12-02-2019,AEP,American Electric Power Co Inc,AEP Wind Holdings LLC,Sempra,894.0,,Completed,2019-02-01,63.36,2019-02-22,66.01,Success
12-02-2019,WEGZY,WEG SA,Energy storage business/Northern Power Systems Corp,Northern Power Systems Corp,,,Completed,2019-02-01,1.95,2019-02-22,1.95,Success
11-02-2019,PQEFF,Petroteq Energy Inc,Operating rights/Utah,Momentum Asset Partners I LLC,10.8,,Completed,2019-01-31,0.33,2019-02-21,0.4,Success
09-02-2019,KWI.F,Kurita Water Industries Ltd,Kurita America Inc,ALLETE Inc,,,Completed,2019-01-29,-0.0,2019-02-19,-0.0,Success
08-02-2019,KWI.F,Kurita Water Industries Ltd,Global Water Services Holding Co Inc,ALLETE Inc,270.0,,Completed,2019-01-28,-0.0,2019-02-18,-0.0,Success
08-02-2019,NU,Eversource Energy,"Revolution Wind offshore wind farm,South Fork offshore wind farm",Orsted AS,,,Completed,,,,,No valid trading days found
08-02-2019,ENGI.PA,Engie SA,Systecon Inc,,,,Completed,2019-01-28,9.98,2019-02-18,10.13,Success
07-02-2019,VST,Vistra Corp,Crius Energy Trust,,494.95,7.32,Completed,2019-01-25,21.2,2019-02-19,22.87,Success
07-02-2019,KRP,Kimbell Royalty Partners LP,Certain oil & gas royalty assets/EnCap,EnCap Investments LP,,,Completed,2019-01-25,8.83,2019-02-19,9.91,Success
05-02-2019,FOBIF,FOBI AI INC,Loop Insights Inc/old,,0.53,,Completed,2019-01-25,0.01,2019-02-15,0.01,Success
01-02-2019,HVCW,Harrison Vickers and Waterman Inc,New Jersey Energy Storage Project One LLC,,,,Completed,2019-01-18,0.0,2019-02-11,0.0,Success
30-01-2019,CVX,Chevron Corp,"Pasadena Refining System Inc,Prsi Trading LLC",Petrobras America Inc,350.0,,Completed,2019-01-18,87.03,2019-02-11,89.0,Success
30-01-2019,NGL,NGL Energy Partners LP,Wholesale propane business,DCP Midstream LP,,,Completed,2019-01-18,8.56,2019-02-11,8.98,Success
23-01-2019,2010.SR,Saudi Basic Industries Corp,Black Diamond Structures LLC,,,,Completed,2019-01-10,90.48,2019-02-03,90.33,Success
21-01-2019,010060.KS,OCI Holdings Co Ltd,Kaco New Energy Inc,KACO new energy GmbH,,,Completed,2019-01-10,78116.91,2019-01-31,85290.91,Success
21-01-2019,HLX,Helix Energy Solutions Group Inc,Lease in GOM,Marathon Oil Corp,,,Completed,2019-01-10,6.76,2019-01-31,6.83,Success
20-01-2019,MATR.TO,Mattr Corp,ZCL Composites Inc,,233.35,14.66,Completed,2019-01-09,16.61,2019-01-30,17.9,Success
18-01-2019,CVI,CVR Energy Inc,CVR Refining LP,,300.97,2.71,Completed,2019-01-07,21.12,2019-01-28,21.84,Success
18-01-2019,SUN,Sunoco LP,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC","Marathon Petroleum Corp,Schmitt Sales Inc",50.0,,Completed,2019-01-07,16.31,2019-01-28,17.53,Success
16-01-2019,BNRD.XC,Brenntag SE,Lubricants division/Fort Worth,Reeder Distributors Inc,,,Completed,2019-01-04,34.13,2019-01-28,36.71,Success
16-01-2019,MYID.V,Reklaim Ltd,Freckle IoT Ltd,,,,Completed,2019-01-04,0.67,2019-01-28,0.67,Success
16-01-2019,AMRC,Ameresco Inc,Maximum Solar LLC,,,,Completed,2019-01-04,14.54,2019-01-28,14.63,Success
15-01-2019,PSD.TO,Pulse Seismic Inc,Seitel Canada Ltd,,40.36,,Completed,2019-01-04,0.96,2019-01-25,1.67,Success
15-01-2019,CE,Celanese Corp,Synthesis gas production unit,Linde PLC,,,Completed,2019-01-04,80.09,2019-01-25,85.18,Success
11-01-2019,ADM,Archer-Daniels-Midland Co,Florida Chemical Co Inc,Flotek Industries Inc,175.0,,Completed,2018-12-31,34.22,2019-01-22,36.39,Success
08-01-2019,5943.T,Noritz Corp,PB Heat LLC,Atlantic Shores Corp,47.0,,Completed,2018-12-28,1288.15,2019-01-18,1277.48,Success
04-01-2019,BTC-USD,"John Hancock Life Insurance Co,Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)",Portfolio of 35 solar plants,,,,Completed,2018-12-24,4078.6,2019-01-14,3706.05,Success
01-01-2019,BIP,Brookfield Infrastructure Partners LP,Evoque Data Center Solutions,AT&T Inc,,,Completed,2018-12-21,15.73,2019-01-11,17.69,Success
31-12-2018,OF6B.BE,Prospera Energy Inc,Oil & gas properties/Saskatchewan & Alberta,,,,Completed,2018-12-20,0.03,2019-01-10,0.04,Success
26-12-2018,ARLP,Alliance Resource Partners LP,Dale Operating Co,,175.96,,Completed,2018-12-14,11.07,2019-01-07,10.79,Success
21-12-2018,P3K.MU,Pantheon Resources PLC,"Great Bear Petroleum Ventures I LLC,Great Bear Petroleum Ventures II LLC",Great Bear Petroleum Operating LLC,49.0,,Completed,,,,,No valid trading days found
21-12-2018,PMX.V,Proam Explorations Corp,3 Drill Ready jet Property/Nevada,,0.37,,Completed,2018-12-10,0.18,2018-12-31,0.18,Success
21-12-2018,ARES,Ares Management Corp,3 Operating utility-scale wind facilities/Texas,BP PLC,,,Completed,2018-12-10,17.4,2018-12-31,14.43,Success
21-12-2018,OSA.BE,Osaka Gas Co Ltd,Towantic Energy Holdings LLC,GE Energy Financial Services Inc,,,Completed,2018-12-10,0.28,2019-01-02,0.27,Success
20-12-2018,OGE,OGE Energy Corp,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK","AES Corp/The,Oklahoma Cogeneration LLC",53.0,,Completed,2018-12-07,30.68,2018-12-31,29.71,Success
20-12-2018,REI,Ring Energy Inc,Certain Assets,Carlyle Group Inc/The,17.38,,Completed,2018-12-07,7.02,2018-12-31,5.08,Success
20-12-2018,MJHI,MJ Harvest Inc,G4 Products LLC,,,,Completed,2018-12-07,3.15,2018-12-31,4.5,Success
20-12-2018,DKSC,Dakshidin Corp,Whitechapel Holdings Inc,,,,Completed,2018-12-07,0.0,2018-12-31,0.01,Success
19-12-2018,TDY,Teledyne Technologies Inc,Scientific Imaging businesses/Roper,Roper Technologies Inc,225.0,,Completed,2018-12-07,204.02,2018-12-31,207.07,Success
19-12-2018,CPK,Chesapeake Utilities Corp,Marlin Gas Transport Inc,,,,Completed,2018-12-07,79.49,2018-12-31,72.85,Success
19-12-2018,ENGI.PA,Engie SA,151.2 MW Dakota Range III wind project,Greenlight Energy Resources Inc,,,Completed,2018-12-07,8.73,2018-12-31,9.01,Success
18-12-2018,CPK,Chesapeake Utilities Corp,Propane operating assets/RF Ohl Fuel Oil Inc,RF Ohl Fuel Oil Inc,,,Completed,2018-12-07,79.49,2018-12-28,71.35,Success
18-12-2018,RE.V,RE Royalties Ltd,78 MW Rippey solar project/Texas,,,,Completed,2018-12-07,0.74,2018-12-28,0.72,Success
17-12-2018,SLNG,Stabilis Solutions Inc,Stabilis Energy LLC,,,,Completed,2018-12-06,9.28,2018-12-27,6.56,Success
17-12-2018,VVV,Valvoline Inc,Valvoline Instant Oil Change service centers/Southern California,,,,Completed,2018-12-06,19.32,2018-12-27,17.78,Success
17-12-2018,OSA.BE,Osaka Gas Co Ltd,CPV Towantic Energy Center project,Competitive Power Ventures Inc,,,Completed,2018-12-06,0.28,2018-12-27,0.28,Success
13-12-2018,CCC.CN,Carlyle Commodities Corp,WEM Western Energy Metals Ltd,,0.76,,Completed,2018-11-30,22.4,2018-12-24,15.05,Success
12-12-2018,SPXC,SPX Technologies Inc,Marine & obstruction lighting business/Carmanah Technologies Corp,Carmanah Technologies Corp,57.77,,Completed,2018-11-30,29.58,2018-12-24,25.5,Success
12-12-2018,KMI,Kinder Morgan Inc,Oilfield/Borden Reinecke USA,Sino GeoPhysical Co Ltd,19.57,,Completed,2018-11-30,11.72,2018-12-24,10.1,Success
12-12-2018,BKH,Black Hills Corp,29MW Busch Ranch wind farm/Colorado,AltaGas Ltd,16.0,,Completed,2018-11-30,52.62,2018-12-24,47.98,Success
11-12-2018,4O0.F,Pond Technologies Holdings Inc,Regenurex Health Corp,,3.31,,Completed,,,,,No valid trading days found
10-12-2018,FTT.TO,Finning International Inc,"4Refuel Canada LP,Refuel US LLC","Kelso & Co LP (Fund: Kelso Investment Associates VIII LP),Unknown Seller",260.0,,Completed,2018-11-29,22.35,2018-12-20,19.27,Success
10-12-2018,ENB,Enbridge Inc,Leismer pipelines & Cheecham storage terminal,Athabasca Oil Corp,197.93,,Completed,2018-11-29,22.87,2018-12-20,21.46,Success
10-12-2018,ROYL,Royale Energy Inc,N Jameson & Big mineral creek properties /Texas,West Coast Energy Properties LP,,,Completed,2018-11-29,0.19,2018-12-20,0.18,Success
06-12-2018,CNA.L,Centrica PLC,TA Kaiser Heating & Air Inc,,,,Completed,2018-11-23,128.63,2018-12-17,135.31,Success
05-12-2018,21K0.SG,Australian Oil Co Ltd,Portfolio of natural gas production & development assets/Rio Vista Gas Field,,0.1,,Completed,,,,,No valid trading days found
04-12-2018,010120.KS,LS Electric Co Ltd,Energy Grid Tie division/Chalotte,Parker-Hannifin Corp,,,Completed,2018-11-23,42844.9,2018-12-14,44122.59,Success
04-12-2018,0IUS.L,Genie Energy Ltd,Energy commodity brokerage business assets,Frontline Power Solutions LLC,,,Completed,,,,,No valid trading days found
03-12-2018,UGI,UGI Corp,Retail natural gas business/South Jersey Energy Co,South Jersey Industries Inc,,,Completed,2018-11-21,43.94,2018-12-13,45.16,Success
30-11-2018,AMRC,Ameresco Inc,TerraNavigator LLC,,,,Completed,2018-11-19,14.37,2018-12-10,14.72,Success
30-11-2018,BKR,Baker Hughes Co,Polyflow LLC,,,,Completed,2018-11-19,19.11,2018-12-10,17.68,Success
27-11-2018,APH,Amphenol Corp,SSI Controls Technologies,SSI Technologies Inc,400.0,,Completed,2018-11-16,20.87,2018-12-07,19.65,Success
27-11-2018,PARR,Par Pacific Holdings Inc,"US Oil & Refining Co,US Oil & Refining Co affiliated entities/Tacoma",TrailStone UK Ltd,358.0,,Completed,2018-11-16,16.88,2018-12-07,16.88,Success
26-11-2018,D,Dominion Energy Inc,Dominion Energy Midstream Partners LP,,891.98,4.56,Completed,2018-11-15,55.23,2018-12-06,56.86,Success
26-11-2018,35D.DU,Defense Metals Corp,Spectrum Mining Corp,,13.68,,Completed,,,,,No valid trading days found
23-11-2018,GIB,CGI Inc,Onstream Engineering Ltd,,,,Completed,2018-11-12,60.77,2018-12-03,64.29,Success
21-11-2018,KRP,Kimbell Royalty Partners LP,Oil & gas royalty assets,,107.8,,Completed,2018-11-09,9.58,2018-12-03,9.89,Success
20-11-2018,MCKRF,Jade Leader Corp,DJ Project/US,,0.06,,Completed,2018-11-09,0.23,2018-11-30,0.23,Success
19-11-2018,NEE,NextEra Energy Inc,Trans Bay Cable LLC,SteelRiver Infrastructure Partners LP,1000.0,,Completed,2018-11-08,37.21,2018-11-29,38.13,Success
16-11-2018,FLSS,Forbes Energy Services Ltd,Cretic Energy Services LLC,Catapult Energy Services Group LLC,69.4,,Completed,2018-11-05,4.8,2018-11-26,4.5,Success
15-11-2018,SUN,Sunoco LP,Refined Products Terminals business/American Midstream Partners LP,American Midstream Partners LP,125.0,,Completed,2018-11-02,15.54,2018-11-26,16.4,Success
14-11-2018,PEMTF,Thoughtful Brands Inc,Prost Vanadium Ltd,,5.48,,Completed,,,,,No valid trading days found
13-11-2018,PUMP,ProPetro Holding Corp,Pressure pumping assets/Pioneer Natural Resources Co,Pioneer Natural Resources Co,398.37,,Completed,2018-11-02,17.59,2018-11-23,17.94,Success
13-11-2018,0M1.F,Southern Energy Corp,Gulf Pine Energy Partners LP,,3.43,,Completed,2018-11-02,0.03,2018-11-23,0.09,Success
13-11-2018,GEOS,Geospace Technologies Corp,OptoSeis fiber optic sensing technology business,PGS Americas Inc,1.8,,Completed,2018-11-02,13.04,2018-11-23,14.12,Success
09-11-2018,VBK.DE,Verbio SE,Cellulose ethanol plant/Nevada,DuPont de Nemours Inc,,,Completed,2018-10-29,4.61,2018-11-19,5.65,Success
08-11-2018,WES,Western Midstream Partners LP,Western Midstream Operating LP,,9369.62,13.93,Completed,2018-10-26,16.59,2018-11-19,16.62,Success
08-11-2018,HEX.OL,Hexagon Composites ASA,Agility Fuel Solutions LLC,,250.0,,Completed,2018-10-26,16.73,2018-11-19,18.4,Success
06-11-2018,XEL,Xcel Energy Inc,Mankato Energy Center LLC,Southern Co/The,650.0,,Completed,2018-10-26,40.23,2018-11-16,42.35,Success
06-11-2018,FANG,Diamondback Energy Inc,Northwest Martin & Northeast Andrews oil production assets/TX,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,Completed,2018-10-26,90.64,2018-11-16,91.18,Success
05-11-2018,FCEL,FuelCell Energy Inc,14.9 MW fuel cell park/Bridgeport,Dominion Energy Inc,35.4,,Completed,2018-10-25,313.2,2018-11-15,316.8,Success
01-11-2018,OVV,Ovintiv Inc,Ovintiv Exploration Inc,,2172.0,1.55,Completed,2018-10-19,47.29,2018-11-12,35.54,Success
01-11-2018,CRC,California Resources Corp,Office building/Bakersfield,,48.4,,Completed,,,,,No valid trading days found
01-11-2018,MMNFQ,MedMen Enterprises Inc,"CSI Solutions LLC,Kannaboost Technology Inc",,33.5,,Completed,2018-10-19,6.49,2018-11-12,4.76,Success
31-10-2018,0IUS.L,Genie Energy Ltd,Prism Solar Technologies Inc,,,,Completed,,,,,No valid trading days found
31-10-2018,FANG,Diamondback Energy Inc,Ajax Resources LLC,Kelso & Co LP,,,Completed,2018-10-19,101.27,2018-11-12,87.83,Success
30-10-2018,EXE,Expand Energy Corp,WildHorse Resource Development Corp,,1209.23,3.32,Completed,,,,,No valid trading days found
29-10-2018,FDN.BE,EnerSys,"Alpha Technologies Group Inc,Alpha Technologies Ltd,Alpha Technologies Services Inc of Nevada","Alphatec Co Ltd,Alpha Innovations Co Ltd,Altair Advanced Industries Inc,Radiant Energy Systems Ltd",750.0,,Completed,2018-10-18,66.87,2018-11-08,71.73,Success
29-10-2018,ENSV,Enservco Corp,Adler Hot Oil Service LLC,,12.5,,Completed,2018-10-18,10.65,2018-11-08,10.95,Success
29-10-2018,CEQ.V,Criterium Energy Ltd,135 mineral claims/ON,,0.04,,Completed,2018-10-18,0.1,2018-11-08,0.1,Success
25-10-2018,KRYAY,Kerry Group PLC,Fleischmann's Vinegar Co Inc,Green Plains Inc,353.9,,Completed,2018-10-12,102.99,2018-11-05,99.19,Success
25-10-2018,PTEN,Patterson-UTI Energy Inc,Current Power Solutions Inc,,,,Completed,2018-10-12,14.64,2018-11-05,15.2,Success
24-10-2018,MMLP,Martin Midstream Partners LP,Martin Transport Inc,Martin Resource Management Corp,135.0,,Completed,2018-10-12,8.73,2018-11-05,10.03,Success
24-10-2018,BRBL,Brewbilt Brewing Co,Satel Group Inc,,,,Completed,2018-10-12,22727.27,2018-11-05,1576576.62,Success
22-10-2018,KLXE,KLX Energy Services Holdings Inc,Motley Services LLC,,148.0,,Completed,2018-10-11,171.85,2018-11-01,144.4,Success
22-10-2018,INE.TO,Innergex Renewable Energy Inc,260-MW PV project,"Open Road Renewables LLC,MAP Energy LLC",,,Completed,2018-10-11,9.13,2018-11-01,9.27,Success
21-10-2018,WF9.F,Worley Ltd,Energy chemicals & resources segments,Jacobs Engineering Group Inc,3200.0,,Completed,2018-10-10,8.2,2018-10-31,6.41,Success
19-10-2018,HPIL,HPIL Holding,RodDoc LLC,,0.24,,Completed,2018-10-08,0.0,2018-10-29,0.0,Success
19-10-2018,NKG.V,Nevada King Gold Corp,2656066 Ontario Ltd,Casino Gold Corp,,,Completed,2018-10-05,0.38,2018-10-29,0.38,Success
18-10-2018,SRE,Sempra,InfraREIT Inc,,1864.34,15.51,Completed,2018-10-05,47.57,2018-10-29,46.07,Success
18-10-2018,VLO,Valero Energy Corp,Valero Energy Partners LP,,950.47,7.54,Completed,2018-10-05,89.09,2018-10-29,66.47,Success
16-10-2018,SUN,Sunoco LP,Fuel distribution business/Brenco Marketing Corp,Brenco Marketing Corp,24.0,,Completed,2018-10-05,16.82,2018-10-26,15.17,Success
16-10-2018,TDY,Teledyne Technologies Inc,Certain Assets,Falcon Analytical Systems & Technologies LLC,,,Completed,2018-10-05,238.67,2018-10-26,216.06,Success
15-10-2018,NINE,Nine Energy Service Inc,Magnum Oil Tools International Ltd,,496.21,,Completed,2018-10-04,32.3,2018-10-25,35.47,Success
14-10-2018,CNA.L,Centrica PLC,Retail electricity business/Source Power & Gas LLC,Shell Energy Operations Pty Ltd,27.0,,Completed,2018-10-03,148.79,2018-10-24,148.79,Success
11-10-2018,DEC,Diversified Energy Co PLC,Core Appalachia Holding Co LLC,Tcfii Core LLC,183.0,,Completed,,,,,No valid trading days found
11-10-2018,TONY.CN,Tony G Co-Investment Holdings,BrainGrid Corp,,,,Completed,2018-09-28,28.0,2018-10-22,28.0,Success
11-10-2018,EXC,Exelon Corp,PFMG Solar LLC,Spear Point Energy LLC,,,Completed,2018-09-28,24.83,2018-10-22,24.74,Success
10-10-2018,IPCO.TO,International Petroleum Corp,BlackPearl Resources Inc,,556.42,22.56,Completed,2018-09-28,8.44,2018-10-22,5.82,Success
10-10-2018,MMNFQ,MedMen Enterprises Inc,Licensed dispensary/Emeryville,Berkeley Patients Group Inc,,,Completed,2018-09-28,3.87,2018-10-22,5.71,Success
09-10-2018,AM,Antero Midstream Corp,Antero Midstream Partners LP,Antero Resources Corp,3025.29,8.03,Completed,2018-09-28,8.42,2018-10-19,8.96,Success
09-10-2018,AM,Antero Midstream Corp,Antero Midstream Partners LP,,2786.85,10.6,Completed,2018-09-28,8.42,2018-10-19,8.96,Success
08-10-2018,ORSTED.CO,Orsted AS,Deepwater Wind LLC,DE Shaw & Co LP,510.0,,Completed,2018-09-27,400.28,2018-10-18,382.15,Success
08-10-2018,FET,Forum Energy Technologies Inc,Global Heat Transfer Inc,Pelican Energy Partners LP,,,Completed,2018-09-27,209.0,2018-10-18,185.6,Success
