Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2016-02-02,Tourmaline Oil Corp,Interest in the West Edson area of the Alberta Deep Basin,,130.46,,Completed
2016-02-02,PBF Logistics LP,4 refined product terminals,Plains All American Pipeline LP,100.0,,Completed
2016-02-02,Tidewater Midstream and Infrastructure Ltd,Deep Basin and central Alberta gas processing facilities assets,AltaGas Ltd,62.34,,Completed
2016-02-02,Public Service Enterprise Group Inc,Martin County solar energy facility/North Carolina,EcoPlexus Inc,40.0,,Completed
2016-02-02,Zedcor Inc,Zedcor Oilfield Rentals Ltd,,21.0,,Completed
2016-02-02,Carlyle Group Inc/The,Nautilus Power LLC,IFM Investors Pty Ltd,,,Completed
2016-02-02,Wind Works Power Corp,6.9MW windfarm,,,,Completed
2016-02-02,Blueknight Energy Partners LP,2 asphalt terminalling facilities,Axeon Specialty Products LLC,,,Completed
2016-02-01,Dominion Energy Inc,Dominion Energy Questar Corp,,5965.44,9.98,Completed
2016-02-01,Bangchak Corp PCL,"BCPG Japan Corp,SunEdison Japan Debt Financing Pte Ltd,SunEdison TK Investor 1 Pte Ltd",SunEdison Inc,79.53,,Completed
2016-02-01,Petrolia Energy Corp,Askarii Resources LLC,,0.05,,Completed
2016-01-29,Hydro One Ltd,Hydro One Sault Ste. Marie LP,Brookfield Infrastructure Partners LP,373.0,,Completed
2016-01-29,CenterPoint Energy Inc,Continuum Retail Energy Services LLC,Continuum Energy LLC,77.5,,Completed
2016-01-28,Tarsier Ltd,Demansys Energy Inc,,,,Completed
2016-01-27,Enbridge Inc,Montney natural gas assets/CA,Murphy Oil Corp,382.68,,Completed
2016-01-27,Murphy Oil Corp,Fossil fuel assets/Athabasca Oil Corp,Athabasca Oil Corp,345.69,,Completed
2016-01-20,Enservco Corp,water management assets,"HII Technologies Inc,WET Oilfield Services LLC",4.0,,Completed
2016-01-20,Quattro Exploration & Production Ltd,Oil & gas production facilities/Saskatchewan,,2.85,,Completed
2016-01-20,Exelon Corp,Bluestream Wind Project,Sir Robert McAlpine Ltd,,,Completed
2016-01-20,Mitsubishi Corp,CIMA Energy Ltd,CIMA Energy Holdings LLC,,,Completed
2016-01-20,Oaktree Capital Group LLC,Solarrus Corp,,,,Completed
2016-01-19,Sprague Resources LP,Natural gas marketing & electricity brokerage/Santa Buckley Energy Inc,Santa Buckley Energy Inc,17.5,,Completed
2016-01-18,Concho Resources Inc,12000 net acres/TX,,342.95,,Completed
2016-01-18,General Electric Co,2 Midwestern windfarms,Enel Green Power SpA,74.0,,Completed
2016-01-18,PetroShare Corp,Todd creek well,Anadarko Petroleum Corp,,,Completed
2016-01-15,Altamira Gold Corp,Alta Floresta Gold Ltd,,,,Completed
2016-01-14,Meidu Energy Corp,"Woodbine Formation,Oil Assets/East Texas",,,,Completed
2016-01-11,Consolidated Edison Inc,OCI Solar San Antonio 7 LLC,OCI Holdings Co Ltd,0.19,,Completed
2016-01-11,Emerge Energy Services LP,12 patents & intellectual property,AquaSmart Enterprises LLC,,,Completed
2016-01-11,Atlas Resource Partners LP,Williston Basin operating assets,,,,Completed
2016-01-07,Condor Energies Inc,Marsa Energy Inc,,2.79,,Completed
2016-01-06,Honeywell International Inc,UOP Russell LLC,,240.0,,Completed
2016-01-06,CrossAmerica Partners LP,31 Franchise Holiday stores/Wisconsin & Minnesota,S/s/g Corp,48.5,,Completed
2016-01-05,MDU Resources Group Inc,Thunder Spirit Wind Farm Phase I,ALLETE Inc,200.0,,Completed
2016-01-05,Green Plains Partners LP,Ethanol storage assets & railcar transportation assets/Hereford & Hopewell,"Green Plains Inc,Green Plains Hereford LLC,Green Plains Hopewell LLC",39.06,,Completed
2016-01-05,Samson Oil & Gas Ltd,Williston Basin properties/ND & MT,,16.5,,Completed
2016-01-05,Mattr Corp,Lake Superior Consulting LLC,,,,Completed
2016-01-05,ITOCHU Corp,Wild Things LLC,Mission Ready Solutions Inc,,,Completed
2016-01-04,Tallgrass Energy Partners LP,Tallgrass Pony Express Pipeline LLC,Tallgrass Development LP,724.92,,Completed
2016-01-04,TravelCenters of America Inc,Four convenience stores/KS & MO,,,,Completed
2016-01-04,Tidewater Midstream and Infrastructure Ltd,3 deep cut gas processing facilities,,,,Completed
2016-01-04,Mitcham Industries Inc,L-3 Communications Klein Associates Inc,L3 Technologies Inc,,,Completed
2016-01-01,Vanguard Natural Resources LLC,Potato Hills Gas Gathering System,ONEOK Partners LP,7.7,,Completed
2015-12-31,Edison International,Altenex LLC,,,,Completed
2015-12-30,Lilis Energy Inc,Brushy Resources Inc,,125.33,,Completed
2015-12-30,Arc Logistics Partners LP,4 distribution facilities/Pennsylvania,ArcLight Capital Partners LLC,8.0,,Completed
2015-12-23,Hawaiian Electric Industries Inc,Hamakua Energy Partners LP,Ares Management Corp,84.5,,Completed
2015-12-23,Oando PLC,Oando Energy Resources Inc,,59.89,6.47,Completed
2015-12-23,Gulf Island Fabrication Inc,Leevac Shipyards LLC,,20.0,,Completed
2015-12-23,Trillion Energy International Inc,Unnamed Target,Tiway Oil AS,2.1,,Completed
2015-12-21,Zhongxing Tianheng Energy Tech,Long Run Exploration Ltd,,547.68,,Completed
2015-12-21,HEICO Corp,Robertson Fuel Systems LLC,American Securities LLC,255.0,,Completed
2015-12-21,John Wood Group PLC,Kelchner Inc,,,,Completed
2015-12-21,Southern Co/The,200MW Garland PV project,Canadian Solar Inc,,,Completed
2015-12-18,Shandong Xinchao Energy Corp Ltd,Blue Whale Energy North America Corp,Blue Whale Energy HK Ltd,30.86,,Completed
2015-12-18,BP PLC,San Juan Basin assets,Devon Energy Corp,,,Completed
2015-12-17,Earthstone Energy Inc,Lynden Energy Corp,,85.04,13.27,Completed
2015-12-17,DNOW Inc,Updike Supply Co,,,,Completed
2015-12-16,Tallgrass Energy Partners LP,Redtail Saltwater Disposal & Fresh Water Trans,Whiting Petroleum Corp,75.0,,Completed
2015-12-16,"Innergex Renewable Energy Inc,Cayoose Creek Development Corp",Walden North Hydroelectric Assets,Fortis Inc/Canada,6.67,,Completed
2015-12-16,US Geothermal Inc,Raft River Geothermal Power Plant,Goldman Sachs Group Inc/The,5.1,,Completed
2015-12-16,TerraForm Power Inc,832 Megawatts Wind Power Plants,Invenergy LLC,,,Completed
2015-12-14,Enviva Inc,Southamton Plant,John Hancock Life Insurance Co,131.0,,Completed
2015-12-14,Crius Energy Trust,75000 Residential customer equivalents,Iron Energy LLC,7.0,,Completed
2015-12-11,Equinor ASA,Eagle Ford basin,Repsol SA,,,Completed
2015-12-10,Raging River Exploration Inc,Anegada Energy Corp,,95.26,,Completed
2015-12-10,CES Energy Solutions Corp,Sialco Materials Ltd,,,,Completed
2015-12-08,Andeavor,Great Northern Midstream LLC,,,,Completed
2015-12-08,Kemira Oyj,Polymer Services LLC,,,,Completed
2015-12-07,Devon Energy Corp,"80 thousand net acres/Anadarko Basin,253 thousand net acres/Powder River Basin","Felix Energy LLC,Unknown Seller",2500.0,,Completed
2015-12-07,"EnLink Midstream Partners LP,EnLink Midstream LLC",Oklahoma assets/Tall Oak Midstream LLC,Tall Oak Midstream LLC,1550.0,,Completed
2015-12-07,Vestas Wind Systems A/S,UpWind Solutions Inc,,60.0,,Completed
2015-12-07,Porvair PLC,TEM's goodwill business & trading assets,Tem Filter Co,,,Completed
2015-12-07,Petro River Oil Corp,Horizon I Investments LLC,,,,Completed
2015-12-04,Hotel Fast SSE AB,8 Wattenberg horizontal wells,PEDEVCO Corp,,,Completed
2015-12-03,Fortis Inc/Canada,Aitken Creek Gas Storage ULC,Chevron Canada Properties Ltd,266.0,,Completed
2015-12-03,John Wood Group PLC,Infinity Construction Services LP,,150.0,,Completed
2015-12-02,PowerSecure International Inc,Berkshire Energy Consultants Inc,ForceField Energy Inc,1.8,,Completed
2015-12-02,Sun Pacific Holding Corp,Exo: Exo Inc,,1.36,,Completed
2015-12-02,TravelCenters of America Inc,10 Convenience Stores/OH,,,,Completed
2015-11-30,"Brookfield Infrastructure Partners LP,Kinder Morgan Inc",Natural Gas Pipeline Co of America LLC,Myria Holdings Inc,242.0,,Completed
2015-11-30,Quattro Exploration & Production Ltd,SRD Innovations Inc,,2.62,,Completed
2015-11-30,MBG Holdings Inc,All Scrap LLC,,,,Completed
2015-11-30,"Tokyo Electric Power Co Holdings Inc,Ares Management LLC (Fund: United States Power Fund III LP)",St Joseph Energy Center,,,,Completed
2015-11-26,Mattr Corp,Tubular inspection & management,AECOM,26.71,,Completed
2015-11-25,Versus Systems Inc,Versus LLC,,,,Completed
2015-11-24,SemGroup Corp,gas & condensate facilities,,28.56,,Completed
2015-11-23,UGE International Ltd,Endura Energy Project Corp,,6.64,,Completed
2015-11-23,Freedom Holding Corp/NV,FFIN Securities Inc,,0.56,,Completed
2015-11-23,Elk Petroleum Ltd,Singleton Oil Field & Devon Oil Properties,Devon Energy Corp,0.1,,Completed
2015-11-23,Andeavor,Flint Hills assets,Koch Industries Inc,,,Completed
2015-11-20,Eagle Energy Trust,Maple Leaf Royalties Corp,,9.43,,Completed
2015-11-19,88 Energy Ltd,Icewine acreage/Alaska,,4.74,,Completed
2015-11-17,ALLETE Inc,A&W Technologies Inc,,9.0,,Completed
2015-11-16,Sunoco LP,"Sunoco LLC,Legacy Sunoco retail business/",ETP Legacy LP,2397.5,,Completed
2015-11-16,EnLink Midstream Partners LP,Deadwood natural gas processing facility,Apache Corp,40.0,,Completed
2015-11-16,TravelCenters of America Inc,Casual Dining Restaurants & Certain Related Assets,Lube Holdings Inc,25.0,,Completed
2015-11-16,Dominion Energy Inc,80 MW Solar Facility,Iberdrola SA,,,Completed
2015-11-16,Schlumberger NV,Fluid Inclusion Technologies Inc,,,,Completed
2015-11-12,Gran Tierra Energy Inc,Petroamerica Oil Corp,,85.77,,Completed
2015-11-12,Trailbreaker Resources Ltd,Petro One Energy Corp,,0.15,,Completed
2015-11-12,Cabot Energy Ltd,Canadian wells & facilities,,,,Completed
2015-11-11,Shell Midstream Partners LP,Pecten Midstream LLC,Shell PLC,390.0,,Completed
2015-11-11,Trimble Inc,Telog Instruments Inc,,,,Completed
2015-11-10,Andeavor Logistics LP,Pipeline Assets in Los Angeles,Andeavor,500.0,,Completed
2015-11-10,Seven & i Holdings Co Ltd,Fuel wholesale business/US,"Everglades Petroleum LLC,Biscayne Petroleum LLC",,,Completed
2015-11-10,Callon Petroleum Co,Carpe Diem & Casselman-Bohannon fields,,,,Completed
2015-11-09,Pine Cliff Energy Ltd,Natural Gas Assets Viking Area,,139.32,,Completed
2015-11-06,TC PipeLines LP,Portland Natural Gas Transmission System/North American Pipeline,TC Energy Corp,228.0,,Completed
2015-11-06,SunPower Corp,Solaire Generation Inc,,,,Completed
2015-11-05,Brenntag SE,JAM Distributing Co LLC,Ridgemont Partners Management LLC,440.0,,Completed
2015-11-05,RM Partners LP,Water services business/Rice Midstream Holdings LLC,EQT RE Merger Sub Inc,200.0,,Completed
2015-11-04,SandRidge Energy Inc,Niobrara Shale Oil Assets,EE3 LLC,190.0,,Completed
2015-11-04,Memorial Production Partners LP,Oil & Gas Properties/Southern California,,101.0,,Completed
2015-11-03,Targa Resources Corp,Targa Resources Partners LP,,11378.48,11.2,Completed
2015-11-02,Western Refining Logistics LP,375-mile TexNew Mex pipeline Segment,Western Refining Inc,180.0,,Completed
2015-11-02,Green Plains Inc,Hereford Renewable Energy LLC,Murphy USA Inc,94.0,,Completed
2015-10-29,Yara International ASA,Chemical Holdings Pty Ltd,Apache Corp,391.0,,Completed
2015-10-29,Raimount Energy Inc,Rosa Capital Inc,,0.61,,Completed
2015-10-29,Parkland Corp,Uhlich Enterprises Inc,,,,Completed
2015-10-29,CAVU Resources Inc,Resourcing Edge Inc,,,,Completed
2015-10-26,Duke Energy Corp,Piedmont Natural Gas Co Inc,,6536.09,13.88,Completed
2015-10-26,Western Refining Inc,Northern Tier Energy LP,,1821.65,6.31,Completed
2015-10-23,iMetal Resources Inc,Mineral properties in Quebec,Skyworld Overseas Holdings Ltd,0.02,,Completed
2015-10-23,TGS ASA,Digital Petrodata LLC,,,,Completed
2015-10-22,Duke Energy Corp,Phoenix Energy Technologies Inc,"Bluff Point Associates Corp,Five Peaks Capital Management",,,Completed
2015-10-21,Red Sky Energy Ltd,Gold Nugget 1-23 gas well/Wyoming,Hudson White LLC,,,Completed
2015-10-20,"BP PLC,Kinder Morgan Inc",15 Refined products terminals,,350.0,,Completed
2015-10-19,Energy & Environmental Services Inc,Bluehawk Energy Inc,,,,Completed
2015-10-16,Brookfield Renewable Partners LP,Southeast Distribution Rigths,Twin Disc Inc,4.0,,Completed
2015-10-15,Parkland Corp/Canada,Van Hook 23-8 Travel Center LLC,,,,Completed
2015-10-15,TravelCenters of America Inc,8 Convenience Stores/WI,,,,Completed
2015-10-15,Spectris PLC,Spectraseis Inc,,,,Completed
2015-10-14,Gastar Exploration Inc,Mid-Continent interests,"Private Investor,Husky Ventures Inc",42.1,,Completed
2015-10-14,Corning Natural Gas Holding Corp,Pike County Light & Power Co,Consolidated Edison Inc,16.32,,Completed
2015-10-14,Alimentation Couche-Tard Inc,Texas Star Investments Inc,LTL Holdings Ltd LLP,,,Completed
2015-10-14,Engie SA,Retroficiency Inc,Point Judith Management Co LLC,,,Completed
2015-10-13,Calpine Corp,Granite Ridge Energy Center,Granite Ridge Holdings LLC,500.0,,Completed
2015-10-13,ORLEN SA,Kicking Horse Energy Inc,,259.99,32.76,Completed
2015-10-13,ORLEN SA,FX Energy Inc,,94.7,,Completed
2015-10-12,USD Partners LP,Casper Crude to Rail LLC,"Stonepeak Partners LP,Cogent Energy Solutions LLC,Granite Peak Industries Cos",225.0,,Completed
2015-10-09,Strikewell Energy Corp,Garrington Property,,0.77,,Completed
2015-10-09,General Electric Co,Blade Dynamics Ltd,,,,Completed
2015-10-08,Brookfield Renewable Partners LP,Holtwood & Lake Wallenpaupack Hydroelectric Projects,Talen Energy Corp,860.0,,Completed
2015-10-08,TC Energy Corp,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Talen Energy Corp,657.0,,Completed
2015-10-08,Carlyle Group Inc/The,Rhode Island State Energy Center,Entergy Corp,490.0,,Completed
2015-10-07,RSP Permian Inc,oil & natural gas assets/Midland Basin,Wolfberry Partners Resources LLC,137.0,,Completed
2015-10-06,Nostra Terra Oil & Gas Co PLC,East Ghazalat concession in Egypt,TransGlobe Energy Corp,3.5,,Completed
2015-10-06,Renewable Energy Group Inc,Various Physical Assets,KiOR Inc,1.5,,Completed
2015-10-05,Suncor Energy Inc,Canadian Oil Sands Ltd,,4809.92,11.8,Completed
2015-10-05,XPLR Infrastructure LP,Jericho Wind Energy Center/ON,NextEra Energy Resources LLC,504.0,,Completed
2015-10-05,SandRidge Energy Inc,Pinon Gathering Co LLC,EIG Global Energy Partners LLC,126.0,,Completed
2015-10-02,Canadian Solar Inc,3 operating solar projects,KKR Group Co Inc,204.52,,Completed
2015-10-02,Parkland Corp,2 Service Stations/ND,,0.01,,Completed
2015-10-01,Mullen Group Ltd,Courtesy Freight Systems Ltd,,8.89,,Completed
2015-10-01,Sunoco LP,Hawaii assets of MFM Inc,MFM Inc,,,Completed
2015-09-30,PBF Energy Inc,Torrance Refinery & Related Logistics Assets,Exxon Mobil Corp,537.5,,Completed
2015-09-30,DealNet Capital Corp,Gemma Communications LP,FLINT Corp,2.99,,Completed
2015-09-30,BlackRock Inc,Longhorn Wind Project LLC,Electricite de France SA,,,Completed
2015-09-28,Evolve Transition Infrastructu,pipeline gathering & compression assets/Western Catarina,Mesquite Energy Inc,345.0,,Completed
2015-09-28,BG Group Ltd,"Block El1123,Block EL1126,Block EL1125",Repsol SA,,,Completed
2015-09-27,AmTrust Financial Services Inc,Republic Cos Inc,"Delek Group Ltd,Republic Insurance Holdings LLC",218.0,,Completed
2015-09-25,Prysmian SpA,Gulf Coast Downhole Technologies LLC,,45.0,,Completed
2015-09-23,Valero Energy Partners LP,Corpus Christi Terminal Services Business,Valero Energy Corp,465.0,,Completed
2015-09-23,Indorama Ventures PCL,Ethane cracker,Occidental Petroleum Corp,,,Completed
2015-09-22,Shenzhen Energy Group Co Ltd,CPT Wyndham Holdings Ltd,"Unnamed Buyer,NewQuest Capital Advisors Ltd (Fund: NewQuest Asia Fund I LP),Tsing Capital (Fund: China Environment Fund III),NewQuest Capital Advisors Ltd (Fund: NewQuest Asia Fund II LP),Junya Investment HK Ltd,Asia Pacific Energy Investment Ltd",542.6,,Completed
2015-09-21,AltaGas Ltd,GWF Energy Holdings LLC,Highstar Capital LP,642.0,,Completed
2015-09-18,Antero Midstream Partners LP,Integrated water business,Antero Resources Corp,1050.0,,Completed
2015-09-18,Clearway Energy Inc,EME wind portfolio,NRG Energy Inc,355.0,,Completed
2015-09-18,NextEra Energy Inc,Wind Development Assets,Hale Community Energy LLC,,,Completed
2015-09-17,BlueNRGY Group Ltd,Monitoring Platform& Other Assets,Draker Inc,,,Completed
2015-09-17,Consolidated Edison Inc,350 MW AC Panoche Valley Solar Farm,CalCEF Clean Energy Fund,,,Completed
2015-09-15,EnLink Midstream Partners LP,Delaware Basin Gas Gathering and Processing assets/Loving County,Matador Resources Co,143.0,,Completed
2015-09-15,Cardinal Energy Ltd,Light oil assets/Slave Lake/Alberta,,142.5,,Completed
2015-09-15,Trees Corp,Chiefton Supply Co LLC,,,,Completed
2015-09-10,Canyon Services Group Inc,Oilfield fluid hauling business,,7.19,,Completed
2015-09-08,SunEdison Inc,Contracted solar portfolio,Dominion Energy Inc,300.0,,Completed
2015-09-04,Emera Inc,TECO Energy Inc,,10361.49,11.6,Completed
2015-09-03,EV Energy Partners LP,"Belden & Blake LLC,Oil and Gas Properties/ Austin Chalk- Appalachian Basin & San Juan Basin",EnerVest Ltd,259.4,,Completed
2015-09-03,Holly Energy Partners LP,El Dorado fractionation & hydrogen generation units,HollyFrontier Corp,62.0,,Completed
2015-09-03,PetroGas Co,Callahan Oil Field/Texas,,0.38,,Completed
2015-09-02,Schlumberger NV,"Novatek Inc,Novatek IP LLC",,,,Completed
2015-09-01,Otter Tail Corp,IMFG Manufacturing Inc,,30.5,,Completed
2015-09-01,Duke Energy Corp,211-MW Mesquite Creek wind farm,,,,Completed
2015-09-01,Vertex Resource Group Ltd,"Ignite Energy Services Ltd,Glacier Ridge Ventures Ltd,Tar Energy Svc Ltd",,,,Completed
2015-08-31,LeadFX Inc,Geo Zone Exploration Ltd,,30.0,,Completed
2015-08-31,TravelCenters of America Inc,21 Thoroughbred Energy stores,Traxx Cos,,,Completed
2015-08-30,Keppel Ltd,Cameron's offshore rigs business,Cameron International Corp,100.0,,Completed
2015-08-27,TravelCenters of America Inc,36 Convenience Stores in Kentucky & Missouri,,,,Completed
2015-08-26,Schlumberger NV,Cameron International Corp,,15154.2,14.11,Completed
2015-08-25,"Blackstone Inc,Geosouthern Energy Corp,GeoSouthern Energy Partners LP",Haynesville gas properties,Ovintiv Inc,850.0,,Completed
2015-08-25,Public Service Enterprise Group Inc,Columbia Solar Project,Hanergy Thin Film Power Group Ltd,,,Completed
2015-08-25,Electricite de France SA,OwnEnergy Inc,"New Jersey Resources Corp,New York City Investment Fund LLC,Enertech Capital Partners (Fund: EnerTech Capital Partners III LP),Contour Venture Partners (Fund: Contour Venture Partners LP)",,,Completed
2015-08-24,Southern Co/The,Southern Co Gas,,11936.79,9.77,Completed
2015-08-19,SDX Energy PLC,Madison PetroGas Ltd,,,,Completed
2015-08-19,PetroGas Co,2 oil gas leases/Callahan County/Texas,,,,Completed
2015-08-18,Sunoco LP,Motor fuel distribution business,Alta East Inc,57.0,,Completed
2015-08-18,Alon USA Energy Inc,14 Pump-N-Save Convenience Stores,Roberts Oil Co Inc,,,Completed
2015-08-17,Lonestar West Inc,Certain Assets,Hewitt Specialty Services LLC,1.31,,Completed
2015-08-17,Accenture PLC,Schlumberger Business Consulting unit,Schlumberger NV,,,Completed
2015-08-14,Rosneft Oil Co PJSC,Trican Well Services LLC,Trican Well Service Ltd,140.0,,Completed
2015-08-14,Pambili Natural Resources Corp,Red Deer rights,,,,Completed
2015-08-14,TravelCenters of America Inc,33 Convenience stores/IL,,,,Completed
2015-08-13,Marquee Energy Ltd/CA,Complementary land & gas-processing infrastructure at Michichi,,9.16,,Completed
2015-08-13,Amazing Energy Oil and Gas Co,Jilpetco Inc,,0.5,,Completed
2015-08-13,PetroGas Co,Shale gas production assets/Texas,,,,Completed
2015-08-12,Shunfeng International Clean Energy Ltd,Suniva Inc,,41.88,,Completed
2015-08-12,Sunworks Inc,Elite Solar Inc,,7.15,,Completed
2015-08-12,Sunworks Inc,Elite Solar Products Inc,,7.15,,Completed
2015-08-11,Weatherford International PLC,Assets of Elite Energy Products,Elite Energy Products Ltd,,,Completed
2015-08-10,MultiClient Geophysical ASA,2D seismic library,Polaris E&E Services Inc,,,Completed
2015-08-07,PetroGas Co,Oil & Gas Production Assets/Utah,,,,Completed
2015-08-05,Revolution Lighting Technologies Inc,Energy Source LLC,Mercury NZ Ltd,30.0,,Completed
2015-08-04,Citadel Exploration Inc,Citadel Kern Bluff Oil Field,,2.47,,Completed
2015-08-04,DNOW Inc,Challenger Industries Inc/ND,,,,Completed
2015-08-03,NextEra Energy Inc,NET Midstream LLC,,1588.0,,Completed
2015-07-31,Renewable Energy Group Inc,Imperium Renewables assets,Imperium Renewables Inc,40.35,,Completed
2015-07-31,PetroGas Co,Oil & Gas Production Assets/Hemphill,Apache Corp,,,Completed
2015-07-28,Duke Energy Corp,20MW Seville I & 30MW Seville II Projects,Kruger Inc,,,Completed
2015-07-27,EP Energy Corp,Eagle Ford Shale developed reserves & leasehold of Goodrich Petroleum Corp/Texas,Goodrich Petroleum Corp,118.0,,Completed
2015-07-27,TransAlta Corp,"Lakeswind Power Partners LLC,Mass Solar LLC",Rockland Capital Energy Investments LLC,117.6,,Completed
2015-07-27,Striker Exploration Corp,Belly River Wilson Creek Assets/Canada,,6.14,,Completed
2015-07-24,7-Eleven Malaysia Holdings Bhd,LavigneBaker Petroleum LLC,,,,Completed
2015-07-23,Northwestern Energy Group Inc,Beethoven wind qualifying facility,BayWa AG,143.0,,Completed
2015-07-23,Diversified Royalty Corp,Trademarks & certain intellectual property rights,Exxon Mobil Corp,138.8,,Completed
2015-07-22,Eagle Energy Trust,Coda Petroleum Inc,,20.97,,Completed
2015-07-21,Pattern Energy Group Inc,283 MW Gulf Wind facility,"MetLife Inc,Pattern Energy Group LP",85.8,,Completed
2015-07-21,Airgas Inc,Priority Energy Services LLC,,,,Completed
2015-07-20,Talen Energy Corp,Mach Gen LLC,,1175.0,,Completed
2015-07-20,Calpine Corp,Champion Energy Marketing LLC,"EDF Trading North America LLC,Crane Group",240.0,,Completed
2015-07-16,Genesis Energy LP,Offshore Pipeline & Services Business/Gulf of Mexico,Enterprise Products Partners LP,1500.0,,Completed
2015-07-15,Sunoco LP,Susser Holdings Corp,ETP Legacy LP,1940.0,12.83,Completed
2015-07-15,Kinder Morgan Inc,Elba Liquefaction Co LLC,Shell PLC,200.0,,Completed
2015-07-15,Northern Frontier Corp,Black Diamond's Construction Services operation,Black Diamond Group Ltd,7.57,,Completed
2015-07-14,WPX Energy Inc,WPX Energy Permian LLC,"Unnamed Seller,First Reserve Corp (Fund: First Reserve Fund XII LP)",2750.0,,Completed
2015-07-14,Arc Logistics Partners LP,UET Midstream LLC,"United Energy Corp,Hawkeye Midstream LLC",76.6,,Completed
2015-07-14,Singlepoint Inc,Mobile Bidding Technologies Inc,,1.25,,Completed
2015-07-13,MPLX LP,MarkWest Energy Partners LP,,13687.32,16.66,Completed
2015-07-13,Onesoft Solutions Inc,Bridge Solutions Inc,,0.71,,Completed
2015-07-13,Black Hills Corp,Black Hills Gas Holdings LLC,"General Electric Capital Corp,Alinda Capital Partners LLC (Fund: Alinda Infrastructure Fund I LP)",,,Completed
2015-07-12,Jade Power Trust,Mediterranean Resources Ltd,,0.13,,Completed
2015-07-09,Via Renewables Inc,CenStar Energy Corp,,8.3,,Completed
2015-07-09,Duke Energy Corp,Sumitomo Corp and Duke Energy Mesquite Creek Wind Farm,Sumitomo Corp,,,Completed
2015-07-08,Calfrac Well Services Ltd,GASFRAC Energy Services Inc,,7.45,,Completed
2015-07-08,Suncor Energy Inc,Poplar Creek cogeneration facilities,TransAlta Corp,,,Completed
2015-07-08,Revolve Renewable Power Corp,Co Minera Coronado SA de CV,Total Helium Ltd,,,Completed
2015-07-07,World Health Energy Holdings Inc,FSC Software Inc,,68.12,,Completed
2015-07-07,TransAlta Corp,TransAlta Breeze Wind Farm,Suncor Energy Inc,,,Completed
2015-07-06,"SunEdison Inc,TerraForm Power Inc",930 MW wind power plants,Invenergy LLC,2000.0,,Completed
2015-07-06,Legacy Reserves Inc,Natural gas properties & gathering & processing assets,"Anadarko Petroleum Corp,Western Midstream Operating LP",440.0,,Completed
2015-07-02,Veren Inc,Coral Hill Energy Ltd,,205.94,,Completed
2015-07-02,Alpha Natural Resources Inc,Pennsylvania Land Resources Holding Co LLC,Electricite de France SA,126.0,,Completed
2015-07-01,Voltaic Strategic Resources Lt,oil & gas pptys/WY & MO,Fidelity Exploration & Production Co,6.3,,Completed
2015-06-30,Altera Infrastructure LP,Petrojarl Knarr assets,Teekay Corp Ltd,1260.0,,Completed
2015-06-30,John Wood Group PLC,Beta Machinery Analysis Ltd,,14.3,,Completed
2015-06-30,Kingspan Group PLC,American Solar & Alternative Power LLC,,,,Completed
2015-06-30,DNOW Inc,Odessa Pumps & Equipment Inc,,,,Completed
2015-06-30,Public Service Enterprise Group Inc,755 MW Keys Energy Center,Ares Management Corp,,,Completed
2015-06-29,Tourmaline Oil Corp,Mapan Energy Ltd,,73.64,6.33,Completed
2015-06-29,Sundance Energy Inc,"New Standard Energy Texas LLC,New Standard Energy Colorado LLC,New Standard Energy PEL570 Pty Ltd",New Standard Energy Ltd,18.37,,Completed
2015-06-29,Hydrocarbon Dynamics Ltd,Mississippian Lime acreage Oklahoma,Oakbridge International Ltd,0.64,,Completed
2015-06-29,Ballard Power Systems Inc,Ballard Unmanned Systems Inc,,,,Completed
2015-06-26,SunPower Corp,Solar Development Pipeline/United States,Iberdrola Australia Ltd,37.9,,Completed
2015-06-25,TerraForm Power Inc,9 MW Operating Distributed Solar Power Plant Portfolio,Duke Energy Corp,,,Completed
2015-06-24,Montana Exploration Corp,Gale Force Petroleum Inc,,5.11,,Completed
2015-06-23,GasLog Partners LP,"GAS-twenty Ltd,GAS-twenty one Ltd,GAS-nineteen Ltd",GasLog Ltd,483.0,,Completed
2015-06-23,Electricite de France SA,200 MW Salt Fork Wind Project,Cielo Wind Power LP,,,Completed
2015-06-22,CorEnergy Infrastructure Trust Inc,Grand Isle Gathering System,Energy XXI Ltd,245.0,,Completed
2015-06-22,Pattern Energy Group Inc,270 MW K2 wind power facility/Ontario,Pattern Energy Group LP,,,Completed
2015-06-19,Enbridge Income Fund Holdings Inc,Enbridge's Canada Liquids Pipelines business,Enbridge Inc,5116.41,,Completed
2015-06-19,PetroGas Co,515 acre oil field,,,,Completed
2015-06-18,Clearway Energy Inc,Desert Sunlight Solar Farm,General Electric Co,572.4,,Completed
2015-06-18,PBF Energy Inc,Chalmette Refining LLC,"Exxon Mobil Corp,Petroleos de Venezuela SA",322.0,,Completed
2015-06-18,American Water Works Co Inc,Keystone Clearwater Solutions LLC,Rex Energy Corp,130.0,,Completed
2015-06-17,Aquadrill LLC,Seadrill Polaris Ltd,Seadrill Ltd/BM,590.0,,Completed
2015-06-17,Duke Energy Corp,Stellar Energy GP Inc,Soligent Holdings Inc,,,Completed
2015-06-16,Enercare Inc,Triacta Power Technologies Inc,,6.08,,Completed
